system,eer,auc,acc,bal_acc,n_spoof
FireRedTTS-2.0,0.6249999999999869,0.3152533039647577,0.04112554112554113,0.512114537444934,16
Index-TTS-1.5,0.5999999999999996,0.3812041116005874,0.971830985915493,0.5267254038179149,15
Higgs-Audio-V2,0.5217391304347826,0.5286343612334802,0.9033297529538131,0.5902365447232331,23
ZipVoice,0.5,0.5226688693098385,0.816304347826087,0.5780102790014684,12
VoxCPM-1.5,0.5,0.5465701699181875,0.8893709327548807,0.6273599748269352,14
Spark-TTS-0.5B,0.5,0.4532626651982379,0.6742424242424242,0.5579570484581498,16
f5-tts,0.4705882352941178,0.5923166623477585,0.8335135135135135,0.6265871987561544,17
OuteTTS,0.45454545454545375,0.6354124949939929,0.910752688172043,0.6438225871045254,22
FishTTS,0.4339207048455577,0.6872980910425844,0.9414951245937161,0.6752202643171806,15
Chatterbox,0.42857142857130065,0.7166456891126495,0.38177874186550975,0.6861233480176212,14
Nari Dia2,0.42731277533003037,0.6487785342410893,0.9053318824809575,0.6826692030436524,11
SoulX-Podcast,0.41666666666696023,0.628212187958884,0.8130434782608695,0.6585903083700441,12
griffin_lim,0.41629955947227026,0.6183553597650514,0.447453954496208,0.65359765051395,15
Voxtream,0.4107929515433355,0.6561429270680371,0.562634989200864,0.6680739109153206,18
vixTTS,0.4052863436130717,0.7121420704845814,0.5064935064935064,0.7181993392070485,16
e2-tts,0.38105726872248724,0.6444107929515419,0.6125541125541125,0.6493667400881058,16
WhisperSpeech,0.3809523809525412,0.6749003566184183,0.5618945102260495,0.6595867421858611,21
Mars5,0.37334801762030645,0.7029873348017621,0.5313852813852814,0.7001651982378855,16
Metavoice-1B,0.3571428571428565,0.7175896790434235,0.42950108459869846,0.710352422907489,14
Index-TTS-2.0,0.3529411764706371,0.6752396994039906,0.7167567567567568,0.6536991448561804,17
Microsoft VibeVoice 1.5B,0.34801762114514817,0.7265333785157574,0.9229098805646037,0.6955269400203321,13
VoxCPM-0.5B,0.34782608695655587,0.6620858073166059,0.6842105263157895,0.6685979697375981,23
Openaudio-S1-Mini,0.3403083700428151,0.712466960352423,0.819935691318328,0.6740969162995595,25
microsoft_speecht5_tts,0.3333333333334478,0.7390785609397944,0.5739130434782609,0.7019089574155654,12
MegaTTS3,0.33149779735634727,0.7983794839521712,0.49891540130151846,0.7455947136563876,14
