system,eer,auc,acc,bal_acc,n_spoof
MeloTTS,0.18281938326053726,0.868942731277533,0.8175895765472313,0.8316672314469671,13
Microsoft VibeVoice Large,0.18281938325999608,0.8320160663384295,0.8172972972972973,0.820355014252397,17
Indri-TTS-0.1,0.18281938325830355,0.9095342983008181,0.7537960954446855,0.875,14
Cartesia.ai (Sonic-3),0.1818181818181818,0.894273127753304,0.8574537540805223,0.8380556668001602,11
parler_tts_mini_v1,0.16850220264471305,0.8520558002936858,0.7439824945295405,0.8711453744493391,6
kokoro,0.15789473684210534,0.8638418734059818,0.8468176914778857,0.844510781358683,19
parler_tts_mini_v0.1,0.1552863436114165,0.8638896087069189,0.8454054054054054,0.8635332987820679,17
Kyutai-TTS,0.15308370044004882,0.940180848597264,0.7939590075512406,0.8948237885462555,19
parler_tts_large_v1,0.1428571428571444,0.9164568911264945,0.8557483731019523,0.8915984896161108,14
DeepGram,0.1420704845815312,0.8981889378365149,0.8582333696837514,0.8734092021536954,9
Supertonic,0.12500000000000003,0.9549146475770925,0.8755411255411255,0.9059746696035242,16
Veena,0.12499999999999993,0.9445209251101322,0.8733766233766234,0.9048733480176212,16
Ringg Squirrel TTS v1.0,0.11123348017674226,0.9421194322075379,0.8671706263498921,0.9050416054821341,18
Kitten-TTS-Nano-0.1,0.10903083700414323,0.9691629955947136,0.9685466377440347,0.9137035871617369,14
Kitten-TTS-Nano-0.2,0.09471365638628766,0.9750137665198237,0.8906926406926406,0.9443832599118942,16
orpheus-tts-0.1-finetune,0.08149779735595171,0.9773728474169003,0.9194776931447225,0.9592511013215859,11
