system,eer,auc,acc,bal_acc,n_spoof
FireRedTTS-2.0,0.5737885462562757,0.41093061674008813,0.0735930735930736,0.5286343612334802,16
Spark-TTS-0.5B,0.5624999999998782,0.41051762114537443,0.8874458874458875,0.5129405286343612,16
Index-TTS-1.5,0.5333333333333328,0.41409691629955947,0.9729144095341279,0.5272760646108664,15
Higgs-Audio-V2,0.5242290748906757,0.5143171806167401,0.8754027926960258,0.575919364106493,23
VoxCPM-1.5,0.5165198237899908,0.5084172435494021,0.6887201735357917,0.5606513530522341,14
Index-TTS-2.0,0.4526431718045789,0.6160274682560248,0.4864864864864865,0.6229917076962943,17
e2-tts,0.4262114537440322,0.668364537444934,0.2976190476190476,0.6426211453744494,16
ZipVoice,0.41666666666666663,0.6511563876651982,0.3706521739130435,0.6811674008810573,12
griffin_lim,0.41409691630022694,0.6226872246696036,0.5362946912242686,0.6331864904552129,15
f5-tts,0.4117647058823385,0.5921223114796579,0.6789189189189189,0.6344260171028764,17
Openaudio-S1-Mini,0.3999999999999796,0.6417621145374449,0.43193997856377275,0.6498017621145374,25
Mars5,0.375,0.6739399779735682,0.3051948051948052,0.6464757709251101,16
WhisperSpeech,0.3645374449335121,0.7195825466750577,0.4714747039827772,0.6831078246276484,21
Nari Dia2,0.3636363636363638,0.7283740488586303,0.5516866158868335,0.7282238686423708,11
OuteTTS,0.36363636363636365,0.6738586303564278,0.6172043010752688,0.6487284741690027,22
Chatterbox,0.3571428571428575,0.6769194461925739,0.841648590021692,0.6734581497797356,14
Nari Dia-1.6B,0.3568281938311323,0.789647577092511,0.4504896626768226,0.7219162995594713,11
microsoft_speecht5_tts,0.35462555066223084,0.7204478707782672,0.48478260869565215,0.697870778267254,12
VoxCPM-0.5B,0.3478260869565219,0.6946945029687799,0.6541353383458647,0.6531794675349549,23
FishTTS,0.3337004405289696,0.7680616740088105,0.9133261105092091,0.7264684287812041,15
Llasa-8B,0.3333333333333334,0.7672540381791484,0.8520518358531317,0.7339696524718551,18
Edge-TTS,0.3333333333332065,0.7720264317180616,0.9051254089422028,0.7870778267254037,9
MiniCPM-o-2.6,0.32599118942608796,0.7518722466960353,0.8836206896551724,0.7204845814977974,20
NeuTTS-Air,0.3125,0.7822824889867841,0.7694805194805194,0.7292125550660793,16
SoulX-Podcast,0.29515418502185264,0.715033039647577,0.7054347826086956,0.7274229074889869,12
Qwen2.5-Omni,0.28571428571426905,0.7775330396475771,0.8286334056399133,0.7723410950283197,14
MegaTTS3,0.28571428571409035,0.8531308999370673,0.5997830802603037,0.7968061674008811,14
Metavoice-1B,0.28571428571409035,0.8237098804279421,0.6496746203904555,0.7869729389553178,14
Voxtream,0.27777777777777796,0.7586882036221243,0.6252699784017278,0.7272393538913363,18
Kani-TTS-370M,0.2727272727272724,0.7957549058870645,0.8389553862894451,0.78379054865839,11
vixTTS,0.2665198237886556,0.795704845814978,0.6493506493506493,0.790886563876652,16
MatchaTTS,0.2599118942729235,0.8446035242290749,0.6688453159041394,0.8325991189427313,10
Llasa-1B-Multilingual,0.25,0.8682544052863436,0.6277056277056277,0.8105726872246697,16
minimax_speech-2.6-hd,0.25,0.8640785609397943,0.6902173913043478,0.8019456681350954,12
Microsoft VibeVoice 1.5B,0.23076923076960099,0.7795662487292443,0.8306188925081434,0.8003642832937987,13
sesame_csm,0.23076923076923084,0.854794984750932,0.8458197611292074,0.8080735343951203,13
facebook_mms-tts-eng,0.22222222222222218,0.8680249632892805,0.8671706263498921,0.8233602545276555,18
suno_bark-small,0.2142857142861955,0.8761799874134676,0.8806941431670282,0.8339364380113279,14
suno_bark,0.21428571428567064,0.835824417872876,0.8503253796095445,0.8185179358086847,14
RVC,0.21365638766509681,0.848882945248584,0.7874186550976139,0.8217432347388294,14
"Resemble.ai (April 12th, 2025)",0.21035242290710104,0.8805677924620656,0.6857451403887689,0.8125305922662751,18
Step-Audio-EditX,0.20814977973581505,0.8774529435322387,0.749727965179543,0.8284441329595514,11
Maya1 TTS,0.20044052863487968,0.8732832339984453,0.88,0.8234322363306557,17
Marvis-TTS,0.19999999999999998,0.9039647577092511,0.791894852135816,0.8953744493392071,5
OpenVoiceV2,0.1999999999998882,0.88215859030837,0.8873239436619719,0.8443832599118943,15
minimax_speech-02-turbo,0.1949339207054241,0.8669403283940729,0.7867247007616975,0.8471665999199038,11
optispeech,0.19273127753166772,0.8926211453744494,0.8080260303687635,0.8322057898049087,14
