system,eer,auc,acc,bal_acc,n_spoof
Spark-TTS-0.5B,0.5814977973579403,0.2906800660792952,0.050865800865800864,0.5170704845814978,16
FireRedTTS-2.0,0.5624999999997616,0.4238711453744493,0.7316017316017316,0.5257433920704846,16
Index-TTS-1.5,0.5374449339222509,0.4195301027900147,0.09209100758396534,0.538546255506608,15
VoxCPM-1.5,0.5033039647588987,0.4830868470736312,0.9425162689804772,0.5840151038388923,14
Higgs-Audio-V2,0.49779735682916193,0.5229841026623252,0.8635875402792696,0.6122390346676883,23
Openaudio-S1-Mini,0.4799999999999999,0.5654625550660792,0.7877813504823151,0.5797797356828194,25
Nari Dia2,0.4545454545454609,0.6150380456547857,0.8705114254624592,0.6201441730076092,11
VoxCPM-0.5B,0.4347826086956523,0.6038594139053821,0.7583243823845328,0.6430281555257613,23
griffin_lim,0.4262114537446109,0.5954478707782673,0.5276273022751896,0.6287812041116005,15
ZipVoice,0.4166666666666666,0.624632892804699,0.7510869565217392,0.6272026431718062,12
f5-tts,0.4117647058823529,0.5829230370562322,0.7167567567567568,0.6248380409432496,17
Microsoft VibeVoice 1.5B,0.3931718061675429,0.6419010504913588,0.8914223669923995,0.6795577770247374,13
sesame_csm,0.38461538461538464,0.6895967468654693,0.761129207383279,0.6893002372077262,13
Voxtream,0.38105726872203227,0.6834924131179637,0.572354211663067,0.6730298580518845,18
Chatterbox,0.3777533039654668,0.644430459408433,0.6225596529284165,0.6325519194461926,14
Index-TTS-2.0,0.3711453744499618,0.6391552215599896,0.6,0.6808110909562062,17
OuteTTS,0.36363636363638324,0.637815378454145,0.6387096774193548,0.6375650780937124,22
WhisperSpeech,0.3469162995596391,0.7182714495489825,0.7201291711517761,0.6707572897000209,21
e2-tts,0.346916299559174,0.6883948237885463,0.6536796536796536,0.6702918502202644,16
RVC,0.34361233480171427,0.743785399622404,0.6355748373101953,0.7094870988042794,14
SoulX-Podcast,0.33333333333333337,0.705671806167401,0.8434782608695652,0.7562408223201175,12
MiniCPM-o-2.6,0.32268722467002076,0.8027533039647577,0.9105603448275862,0.734251101321586,20
Edge-TTS,0.3226872246695983,0.8340675477239354,0.6106870229007634,0.8034140969162995,9
Llasa-8B,0.31938325991075267,0.7860988742046011,0.8984881209503239,0.7576480665687715,18
Mars5,0.31250000000002154,0.7538546255506609,0.7619047619047619,0.7253579295154184,16
suno_bark,0.2857142857145803,0.8173379483952171,0.9327548806941431,0.7900409062303335,14
Metavoice-1B,0.2857142857142967,0.7798930144745122,0.5563991323210412,0.7747797356828194,14
Qwen2.5-Omni,0.28571428571428564,0.789175582127124,0.824295010845987,0.7701384518565135,14
MegaTTS3,0.2808370044041981,0.8583228445563247,0.6366594360086768,0.8155286343612335,14
vixTTS,0.27422907489021053,0.7721640969162995,0.6601731601731602,0.7656938325991189,16
Nari Dia-1.6B,0.2727272727272727,0.8126752102523027,0.7693144722524483,0.7485482579094914,11
Step-Audio-EditX,0.2727272727272724,0.8376051261513816,0.6485310119695321,0.7772326792150581,11
FishTTS,0.2666666666667045,0.7870044052863436,0.9284940411700975,0.7669603524229075,15
microsoft_speecht5_tts,0.25,0.7791850220264318,0.7967391304347826,0.7736784140969163,12
NeuTTS-Air,0.24999999999999997,0.7926073788546255,0.7943722943722944,0.7725770925110131,16
MeloTTS,0.24559471365765367,0.8014232463571671,0.754614549402823,0.7618180277871909,13
"Resemble.ai (April 12th, 2025)",0.22222222222222224,0.8586637298091042,0.7948164146868251,0.7864659813999021,18
kokoro,0.21052631578934944,0.9056341293763042,0.8737864077669902,0.8325121725017389,19
MatchaTTS,0.20484581497916893,0.9004405286343612,0.7265795206971678,0.861784140969163,10
suno_bark-small,0.20374449339173073,0.9067809943360604,0.7841648590021691,0.855254877281309,14
Cartesia.ai (Sonic-3),0.1818181818181818,0.9171005206247498,0.9510337323177367,0.8405086103323989,11
Kani-TTS-370M,0.18181818181818174,0.8263916700040049,0.8509249183895539,0.834751702042451,11
parler_tts_mini_v0.1,0.17647058823529402,0.8871469292562839,0.8962162162162162,0.8605532521378596,17
Microsoft VibeVoice Large,0.17647058823529385,0.8957631510754082,0.7956756756756757,0.8670640062192277,17
minimax_speech-02-turbo,0.17290748898610978,0.9034841810172206,0.8280739934711643,0.8680917100520624,11
parler_tts_large_v1,0.16740088105779874,0.9157488986784141,0.9186550976138829,0.8532095657646319,14
minimax_speech-2.6-hd,0.1666666666666666,0.8577459618208516,0.9369565217391305,0.8447136563876652,12
parler_tts_mini_v1,0.16666666666666632,0.9441997063142438,0.8008752735229759,0.8997797356828194,6
Ringg Squirrel TTS v1.0,0.14757709251039158,0.948604992657856,0.816414686825054,0.8791605482134117,18
DeepGram,0.14647577092575492,0.9407733724914341,0.8407851690294439,0.9196035242290749,9
OpenVoiceV2,0.14537444934010688,0.9167400881057269,0.7768147345612134,0.8865638766519823,15
optispeech,0.14285714285704518,0.9542164883574574,0.7960954446854663,0.8964757709251101,14
Llasa-1B-Multilingual,0.1343612334813221,0.9284829295154184,0.8354978354978355,0.8856002202643172,16
Veena,0.125,0.9647577092511014,0.9577922077922078,0.9171255506607929,16
facebook_mms-tts-eng,0.12334801762118523,0.9527655408712677,0.8671706263498921,0.9322687224669604,18
Maya1 TTS,0.11764705882325749,0.944610002591345,0.8767567567567568,0.9083635656905934,17
Kyutai-TTS,0.10526315789473688,0.9543821006260143,0.8975188781014024,0.8961569673081382,19
Indri-TTS-0.1,0.09471365638871153,0.9583857772183763,0.9056399132321041,0.9169288860918817,14
Supertonic,0.09471365638731563,0.9335765418502203,0.9058441558441559,0.9213931718061674,16
orpheus-tts-0.1-finetune,0.09090909090909101,0.9433319983980777,0.9368879216539717,0.9231577893472167,11
Kitten-TTS-Nano-0.2,0.06250000000031379,0.992703744493392,0.9383116883116883,0.9686123348017621,16
Marvis-TTS,0.046255506607966276,0.9696035242290749,0.9539978094194962,0.9768722466960352,5
Kitten-TTS-Nano-0.1,0.019823788547118453,0.9943360604153555,0.9804772234273319,0.9900881057268722,14
