cond,n,base_prob_mean,base_logit_mean,dlogit_mean,dlogit_median,dprob_mean,frac_dlogit_neg,wilcoxon_p
mlaad_cal on asv19+bark,105,0.9236722835472652,5.209814864113217,1.3742792407671611,0.8296051025390625,0.04321854880877903,0.34285714285714286,0.0028430038112208667
asv19 on mlaad+bark,109,0.5130407305775048,0.3993289822695452,-0.325709621464714,0.11626315116882324,-0.013208037749607833,0.46788990825688076,0.495401640436966
