cond,n,base_prob_mean,base_logit_mean,dlogit_mean,dlogit_median,dprob_mean,frac_dlogit_neg,wilcoxon_p
asv19 +bark,105,0.8988489644158454,4.719600593050321,-3.557609355023929,-3.903606414794922,-0.294900368083091,0.8095238095238095,7.388672312645152e-13
asv19 +real,105,0.8988489644158454,4.719600593050321,-2.2315884631304512,-3.019641876220703,-0.13256846559899194,0.7333333333333333,8.201045096374143e-08
mlaad_cal +bark,109,0.9226316033153359,4.465649836038778,1.6821656741817064,1.3419203758239746,0.03386448159677173,0.3211009174311927,3.2509516996200596e-06
mlaad_cal +real,109,0.9226316033153359,4.465649836038778,1.0747054449940494,0.5688872337341309,0.02589277253238433,0.3577981651376147,0.0005647207648142174
