epoch,step,train-acc,train-auc,train-aug_loss,train-clip_loss,train-cls_loss,train-eer,train-loss,val-acc,val-auc,val-aug_loss,val-clip_loss,val-cls_loss,val-eer,val-loss
0,516,,,,,,,,0.6014427542686462,0.7637137174606323,0.0,0.04102589190006256,1.1797821521759033,0.30522993206977844,1.200295090675354
0,516,0.7980657815933228,0.8822675943374634,0.01725522242486477,0.12802964448928833,0.42853087186813354,0.20377175509929657,0.5011730790138245,,,,,,,
1,1033,,,,,,,,0.5861136317253113,0.7850539684295654,0.0,0.0293995663523674,1.4073412418365479,0.28899911046028137,1.4220408201217651
1,1033,0.8111218810081482,0.8920705914497375,0.015084357932209969,0.0490335114300251,0.412056565284729,0.18951846659183502,0.44411560893058777,,,,,,,
2,1550,,,,,,,,0.5085662603378296,0.7320054173469543,0.0,0.025871075689792633,2.3726606369018555,0.3250676393508911,2.3855960369110107
2,1550,0.8133462071418762,0.8972232937812805,0.01514727994799614,0.043550487607717514,0.40246984362602234,0.1886889785528183,0.4318188428878784,,,,,,,
3,2067,,,,,,,,0.5721370577812195,0.759161651134491,0.0,0.047091443091630936,1.6600775718688965,0.3119927942752838,1.683623194694519
3,2067,0.816440999507904,0.9007095694541931,0.013830019161105156,0.03247954696416855,0.3962891101837158,0.18177714943885803,0.4194435179233551,,,,,,,
4,2584,,,,,,,,0.515779972076416,0.7272240519523621,0.0,0.018341904506087303,2.1352086067199707,0.33047789335250854,2.144379138946533
4,2584,0.8283365368843079,0.9068373441696167,0.01328656543046236,0.034035105258226395,0.38460540771484375,0.1695357859134674,0.4082666039466858,,,,,,,
