system,eer,auc,acc,bal_acc,n_spoof
MegaTTS3,0.2857142857142775,0.7877595972309629,0.7136659436008677,0.7491346758967905,14
sesame_csm,0.2731277533034528,0.7628769908505592,0.7274701411509229,0.7480515079634023,13
Kani-TTS-370M,0.2727272727272727,0.8438125750901081,0.8248095756256801,0.7766319583500201,11
suno_bark-small,0.26872246696001656,0.8390497168030208,0.8210412147505423,0.768486469477659,14
Llasa-8B,0.26431718061646914,0.8420215369554577,0.9384449244060475,0.7780225159079786,18
Nari Dia-1.6B,0.2544052863428652,0.8879655586704045,0.7170837867247007,0.8568281938325991,11
NeuTTS-Air,0.24999999999999997,0.8350082599118942,0.8982683982683982,0.8254405286343612,16
minimax_speech-2.6-hd,0.24999999999999906,0.8488436123348018,0.9771739130434782,0.8239720998531571,12
MiniCPM-o-2.6,0.24118942731233478,0.8465308370044053,0.740301724137931,0.793942731277533,20
Microsoft VibeVoice Large,0.22907488986652558,0.8953096657165068,0.9145945945945946,0.8410533817051049,17
RVC,0.22246696035341365,0.8509282567652612,0.7581344902386117,0.8068753933291378,14
"Resemble.ai (April 12th, 2025)",0.22222222222222224,0.8687591776798824,0.847732181425486,0.7862212432697013,18
MatchaTTS,0.1850220264316091,0.9153083700440527,0.9379084967320261,0.8697136563876653,10
Step-Audio-EditX,0.1818181818181817,0.867440929114938,0.8803046789989118,0.8496195434521425,11
MeloTTS,0.1784140969172781,0.9039308708912233,0.7719869706840391,0.8464503558115893,13
Maya1 TTS,0.17647058823529413,0.9038611039129307,0.9297297297297298,0.8776237367193573,17
OpenVoiceV2,0.17621145374308012,0.8955947136563878,0.8244853737811484,0.8452276064610866,15
parler_tts_mini_v1,0.16666666666667973,0.9203377386196769,0.7275711159737418,0.8628854625550662,6
parler_tts_mini_v0.1,0.14977973568233285,0.9147447525265613,0.841081081081081,0.8901917595231925,17
parler_tts_large_v1,0.14285714285715362,0.9162602265575832,0.8785249457700651,0.8679987413467589,14
optispeech,0.1428571428571429,0.94186595342983,0.938177874186551,0.8982850849590938,14
Edge-TTS,0.13986784140973213,0.8837493881546745,0.8604143947655398,0.8745105237395986,9
minimax_speech-02-turbo,0.13436123348018011,0.9576491790148177,0.8356909684439608,0.9168502202643172,11
Llasa-1B-Multilingual,0.1250000000000065,0.949476872246696,0.9383116883116883,0.9072136563876652,16
Cartesia.ai (Sonic-3),0.11894273127782204,0.9403283940728875,0.8813928182807399,0.8950740889066879,11
DeepGram,0.11111111111111255,0.9673274596182085,0.8495092693565977,0.9240088105726872,9
Ringg Squirrel TTS v1.0,0.11111111111111117,0.9594346549192365,0.8833693304535637,0.9133015173764072,18
kokoro,0.10526315789479362,0.9678877811268258,0.9633225458468176,0.9297472756781822,19
orpheus-tts-0.1-finetune,0.09090909090909094,0.9795754905887065,0.9934711643090316,0.9517921505806968,11
Veena,0.08370044052891955,0.9733617841409692,0.8982683982683982,0.948237885462555,16
Marvis-TTS,0.0825991189436598,0.9768722466960352,0.9178532311062432,0.9587004405286343,5
Kyutai-TTS,0.08259911894171752,0.9695687456526779,0.912621359223301,0.9553964757709251,19
facebook_mms-tts-eng,0.07819383259922152,0.9738130200685267,0.9222462203023758,0.9331253059226627,18
Kitten-TTS-Nano-0.1,0.07142857142857136,0.9751415984896161,0.9392624728850325,0.9339993706733796,14
Indri-TTS-0.1,0.07142857142852052,0.9752202643171807,0.9121475054229935,0.9553964757709251,14
Kitten-TTS-Nano-0.2,0.06250000000006076,0.9844438325991189,0.9686147186147186,0.9533314977973568,16
Supertonic,0.06250000000000204,0.9801073788546256,0.9935064935064936,0.9659966960352423,16
