system,eer,auc,acc,bal_acc,n_spoof
Index-TTS-1.5,0.5892070484578035,0.45411160058737154,0.7822318526543879,0.5614904552129222,15
FireRedTTS-2.0,0.5715859030845479,0.3637802863436123,0.06601731601731602,0.5247797356828194,16
Higgs-Audio-V2,0.5217391304347823,0.554491476728596,0.8721804511278195,0.6166443210113005,23
ZipVoice,0.5,0.5682819383259912,0.6597826086956522,0.5809471365638766,12
Spark-TTS-0.5B,0.5,0.45925110132158586,0.6558441558441559,0.5485958149779735,16
VoxCPM-1.5,0.5,0.5763845185651353,0.9067245119305857,0.6361705475141598,14
griffin_lim,0.4515418502196529,0.6196035242290749,0.4485373781148429,0.6541483113069017,15
OuteTTS,0.4460352422888777,0.6651982378854625,0.9043010752688172,0.6626952342811374,22
f5-tts,0.4262114537447429,0.6380538999740866,0.8767567567567568,0.648613630474216,17
WhisperSpeech,0.3887665198248655,0.6846549192364171,0.8159311087190527,0.6499895112229914,21
FishTTS,0.38766519823738776,0.695007342143906,0.9609967497291441,0.6851321585903084,15
Nari Dia2,0.37004405286373915,0.6870244293151783,0.6169749727965179,0.7163596315578695,11
Openaudio-S1-Mini,0.35999999999999954,0.7413656387665198,0.857449088960343,0.7128193832599119,25
Chatterbox,0.35714285714285693,0.7765103838892384,0.4956616052060738,0.7087791063561989,14
suno_bark,0.3571428571426527,0.7898049087476401,0.9457700650759219,0.7614852108244179,14
Qwen2.5-Omni,0.3502202643162872,0.7728917558212712,0.940347071583514,0.7938955317809944,14
VoxCPM-0.5B,0.34782608695655587,0.6922524420609079,0.8184747583243824,0.6738651599310477,23
Mars5,0.34030837004413095,0.7155837004405287,0.5487012987012987,0.7396751101321586,16
Voxtream,0.33333333333333376,0.7291972589329416,0.5993520518358532,0.7412506118453255,18
SoulX-Podcast,0.33333333333333376,0.6532672540381792,0.6880434782608695,0.6774963289280469,12
microsoft_speecht5_tts,0.33333333333332327,0.7402716593245228,0.6010869565217392,0.7156754772393539,12
e2-tts,0.31250000000000117,0.692318281938326,0.7132034632034632,0.7005781938325991,16
vixTTS,0.3125000000000003,0.7722329295154186,0.5465367965367965,0.7385737885462555,16
Microsoft VibeVoice 1.5B,0.3076923076923077,0.7724500169434091,0.9630836047774158,0.7159013893595392,13
Metavoice-1B,0.3039647577094202,0.7732064191315293,0.5281995661605207,0.7604625550660793,14
Index-TTS-2.0,0.2941176470588237,0.7297227260948432,0.7189189189189189,0.7125226742679451,17
