system,eer,auc,acc,bal_acc,n_spoof
sesame_csm,0.2720264317167099,0.8335310064384954,0.6416938110749185,0.7803710606574044,13
Chatterbox,0.2632158590301804,0.7620358716173694,0.737527114967462,0.7612492133417244,14
MiniCPM-o-2.6,0.25660792951546674,0.7821035242290749,0.7435344827586207,0.7466960352422907,20
SoulX-Podcast,0.25,0.7877202643171806,0.7858695652173913,0.7681718061674009,12
minimax_speech-2.6-hd,0.24999999999999958,0.8895925110132159,0.9793478260869565,0.8250734214390603,12
Microsoft VibeVoice Large,0.23127753303860965,0.8701736201088365,0.7427027027027027,0.8400816273646022,17
Microsoft VibeVoice 1.5B,0.23076923076904127,0.8301423246357167,0.8631921824104235,0.8168841070823449,13
parler_tts_mini_v1,0.23017621145383182,0.8544419970631425,0.6641137855579868,0.8309471365638766,6
OpenVoiceV2,0.22797356828257728,0.8825991189427312,0.7161430119176598,0.8229441997063143,15
Edge-TTS,0.22222222222229424,0.8048213411649534,0.8353326063249727,0.8068404307391092,9
Indri-TTS-0.1,0.21428571428615464,0.8976557583385777,0.7158351409978309,0.8205632473253619,14
suno_bark,0.21428571428572482,0.8482536186280679,0.806941431670282,0.7964915040906231,14
Qwen2.5-Omni,0.2142857142857143,0.8403083700440529,0.7960954446854663,0.7909848961611077,14
Nari Dia-1.6B,0.21145374449439014,0.8560272326792151,0.7889009793253536,0.8033640368442131,11
Cartesia.ai (Sonic-3),0.2004405286348066,0.9197036443732479,0.7823721436343852,0.8898678414096917,11
"Resemble.ai (April 12th, 2025)",0.1949339207040533,0.9044297601566323,0.7451403887688985,0.84281693587861,18
RVC,0.1916299559458122,0.8225298930144745,0.8091106290672451,0.8327564505978602,14
NeuTTS-Air,0.18749999999984787,0.8616464757709251,0.8354978354978355,0.8242015418502202,16
Step-Audio-EditX,0.1818181818181819,0.9017821385662795,0.7780195865070729,0.8876651982378855,11
Maya1 TTS,0.17647058823529402,0.91429126716766,0.9664864864864865,0.8963462036797097,17
facebook_mms-tts-eng,0.1718061674019299,0.9329417523250122,0.7958963282937365,0.8959251101321586,18
suno_bark-small,0.1685022026439725,0.894430459408433,0.8318872017353579,0.8443203272498426,14
MeloTTS,0.1674008810575798,0.9225686208065063,0.761129207383279,0.8788546255506609,13
DeepGram,0.15969162995618483,0.9461576113558492,0.9792802617230099,0.8795276554087127,9
parler_tts_mini_v0.1,0.15528634361260069,0.8999740865509199,0.8454054054054054,0.8635332987820679,17
Llasa-1B-Multilingual,0.15198237885529517,0.9299972466960353,0.8484848484848485,0.8615088105726872,16
Veena,0.125,0.950578193832599,0.9090909090909091,0.8923458149779735,16
Kyutai-TTS,0.11563876652078028,0.9533387433341062,0.8069039913700108,0.901431718061674,19
minimax_speech-02-turbo,0.11563876652022134,0.9523428113736483,0.8846572361262242,0.8967260712855427,11
Kitten-TTS-Nano-0.1,0.11563876651833939,0.9622404027690372,0.9750542299349241,0.9170075519194462,14
Ringg Squirrel TTS v1.0,0.1111111111111112,0.9570484581497798,0.8682505399568035,0.9055922662750857,18
kokoro,0.10526315789495473,0.9584975654996523,0.9341963322545846,0.9148794342684906,19
parler_tts_large_v1,0.09471365638776844,0.960509754562618,0.9056399132321041,0.9169288860918817,14
Marvis-TTS,0.07378854625572125,0.9715859030837005,0.9266155531215772,0.9631057268722467,5
optispeech,0.07142857142824806,0.9685336689741976,0.9295010845986985,0.9290434235368157,14
Kitten-TTS-Nano-0.2,0.06250000000011709,0.9898816079295154,0.9772727272727273,0.9577367841409692,16
Supertonic,0.06250000000011709,0.9840308370044053,0.9642857142857143,0.9511288546255506,16
orpheus-tts-0.1-finetune,0.0231277533043676,0.9918902683219862,0.9771490750816104,0.9884361233480177,11
