system,eer,auc,acc,bal_acc,n_spoof
FireRedTTS-2.0,0.5624999999998782,0.41065528634361237,0.05411255411255411,0.5187224669603524,16
Higgs-Audio-V2,0.4801762114549093,0.5524803677456426,0.9108485499462943,0.615279639915725,23
Index-TTS-1.5,0.4666666666666672,0.5228340675477239,0.723726977248104,0.5973201174743026,15
Spark-TTS-0.5B,0.4361233480173108,0.5253992290748899,0.564935064935065,0.5944383259911894,16
VoxCPM-1.5,0.42857142857130065,0.586296412838263,0.4631236442516269,0.6219320327249842,14
WhisperSpeech,0.42511013215856575,0.6781518774910845,0.4381054897739505,0.6427784770295784,21
griffin_lim,0.4000000000000001,0.623201174743025,0.5937161430119177,0.6295888399412628,15
Mars5,0.3953744493392387,0.6505368942731278,0.525974025974026,0.6667125550660793,16
OuteTTS,0.39317180616714276,0.6601922306768122,0.7698924731182796,0.638215859030837,22
Index-TTS-2.0,0.3898678414081446,0.6821067634102098,0.38594594594594595,0.6583635656905934,17
FishTTS,0.3722466960337053,0.76431718061674,0.6067172264355363,0.701762114537445,15
f5-tts,0.3529411764705882,0.6736848924591864,0.7286486486486486,0.6886175174915781,17
VoxCPM-0.5B,0.3478260869565233,0.7475100555449148,0.7647690655209453,0.6887090595671328,23
vixTTS,0.34251101321702127,0.7325853524229075,0.5941558441558441,0.7321035242290749,16
Metavoice-1B,0.33590308369964406,0.769273127753304,0.5629067245119306,0.7780837004405287,14
Nari Dia2,0.33590308369924926,0.7391870244293152,0.6365614798694232,0.7262715258309973,11
ZipVoice,0.3333333333333444,0.7440345080763583,0.5804347826086956,0.7463289280469897,12
microsoft_speecht5_tts,0.329295154184163,0.7897393538913362,0.6478260869565218,0.7804698972099853,12
Openaudio-S1-Mini,0.31999999999999995,0.7388105726872246,0.6666666666666666,0.7120484581497797,25
e2-tts,0.31250000000003536,0.708012114537445,0.7077922077922078,0.6978248898678414,16
MatchaTTS,0.2918502202632185,0.8349118942731277,0.6263616557734205,0.8111233480176212,10
MegaTTS3,0.2857142857142857,0.7933448709880427,0.762472885032538,0.7387507866582756,14
Voxtream,0.2777777777777782,0.7566691140479688,0.7105831533477321,0.7435144395496818,18
Llasa-8B,0.2777777777777661,0.8318649045521292,0.9038876889848813,0.7604013705335291,18
Kani-TTS-370M,0.27272727272727265,0.7663195835002002,0.9227421109902068,0.7363836603924709,11
