seed,cond,mode,param,gated,rog,rog_ratio,vel,vel_ratio,eff_rank,AUC,EER,sec
s1,sub_res_0.7,sub_res,0.7,True,10.378030141194662,0.6981689714907233,5.044272422790527,0.4659054524198962,7.870489120483398,0.98521875,0.06874999999999999,34.007665157318115
s3,baseline,none,,True,14.835451126098633,0.9981135883236417,10.77712885538737,0.9980133885202563,39.02832794189453,0.97145625,0.09187500000000001,24.11628270149231
s3,iso_0.5,iso,0.5,True,7.433247725168864,0.5001011089453753,5.364899158477783,0.4968151777776469,38.720419565836586,0.97185,0.09250000000000001,24.76614546775818
s3,iso_0.7,iso,0.7,True,10.429698944091797,0.7016992034646908,7.591509183247884,0.7030098559291597,39.339544932047524,0.9715390624999999,0.08187500000000003,24.167375326156616
s3,iso_0.875,iso,0.875,True,12.952918688456217,0.8714587808290852,9.325221061706543,0.8635598214863965,38.76542536417643,0.9727796875000001,0.08374999999999999,24.776537895202637
s3,iso_1.25,iso,1.25,True,18.56297492980957,1.2488974794005094,13.448036511739096,1.245352140455822,38.85498046875,0.9744921875,0.07937499999999997,24.367519855499268
s3,shift_0.5,shift,7.431744893391927,True,14.861723899841309,0.9998811929790462,10.741122245788574,0.9946790052223471,38.75104014078776,0.9736953125,0.08374999999999999,24.449381828308105
s3,shift_0.7,shift,4.459046936035157,True,14.90045166015625,1.0024867560648685,10.87483278910319,1.007061237466661,39.20466613769531,0.9732468749999998,0.08187500000000003,24.456023454666138
s3,shift_0.875,shift,1.8579362233479817,True,14.817706743876139,0.9969197649028276,10.74006175994873,0.9945807991898591,38.52524058024088,0.9726531249999999,0.08499999999999999,24.474724292755127
s3,shift_1.25,shift,3.7158724466959634,True,14.892566363016764,1.0019562415455598,10.787487347920736,0.9989726341943043,38.74948374430338,0.9746265625,0.08499999999999999,24.47040295600891
s3,iso_0.7_ungated,iso,0.7,False,9.659560521443685,0.6498850983187449,6.932966311772664,0.6420256539709267,34.67295138041178,0.9651421874999999,0.09875,24.648579597473145
s3,spec_0.6,spec,0.6,True,14.879083633422852,1.0010491376428208,13.723996798197428,1.2709073754614446,72.98861948649089,0.9691750000000001,0.098125,33.63818073272705
s3,spec_0.8,spec,0.8,True,14.837176322937012,0.9982296577570741,12.018423398335775,1.1129631668501652,53.01007970174154,0.9720078125,0.08625000000000002,33.88858604431152
s3,spec_1.25,spec,1.25,True,14.865498860677084,1.0001351683838755,9.584430376688639,0.887563836864943,26.61567497253418,0.9742546875000001,0.08562499999999998,33.92078900337219
s3,spec_1.6,spec,1.6,True,14.791952768961588,0.9951870644883226,8.328699429829916,0.7712771788727502,16.48004722595215,0.9771828125000002,0.07125000000000001,33.65221548080444
s3,smooth_3,smooth,3.0,True,14.896689414978027,1.0022336361561397,6.969722747802734,0.6454294747625804,26.221362431844074,0.9740703125,0.080625,24.54687261581421
s3,smooth_5,smooth,5.0,True,14.851053873697916,0.9991633248137328,5.134646892547607,0.4754927228623408,19.625678380330402,0.974484375,0.08750000000000001,24.44287109375
s3,smooth_9,smooth,9.0,True,14.849371592203775,0.9990501426796397,3.5781949361165366,0.3313578691410505,13.177360852559408,0.9726546875,0.08750000000000001,24.18591046333313
s3,jitter_0.5,jitter,0.5,True,14.835888226826986,0.9981429960020957,12.682977358500162,1.1745040242100242,51.201157887776695,0.9727874999999999,0.08812500000000001,24.190626621246338
s3,jitter_1.0,jitter,1.0,True,14.894400914510092,1.0020796682454562,15.46195125579834,1.431850224025152,76.2954839070638,0.9731484375,0.084375,24.410331964492798
s3,shuffle,shuffle,,True,14.799452145894369,0.995691614700982,20.691988627115887,1.9161765589030126,38.77206293741862,0.968115625,0.09937499999999999,24.429794788360596
s3,sub_top_0.7,sub_top,0.7,True,10.707651774088541,0.7203995782746423,9.585254351298014,0.8876401408326317,50.24812316894531,0.9620109375,0.09999999999999999,34.1072256565094
s3,sub_res_0.7,sub_res,0.7,True,10.369309743245443,0.6976362813843022,4.982365767161052,0.4613907663956384,7.86603323618571,0.9776546875000001,0.08187500000000003,33.77597260475159
s7,baseline,none,,True,14.850349426269531,1.0009414366737601,10.799101193745932,1.0007374948447534,38.90173594156901,0.9803625,0.07125000000000001,24.449867725372314
s7,iso_0.5,iso,0.5,True,7.427091598510742,0.5005999200106652,5.356024742126465,0.496335267778236,38.77434412638346,0.9679140625000001,0.09375,24.19805598258972
s7,iso_0.7,iso,0.7,True,10.41583220163981,0.7020466487892688,7.554644266764323,0.7000782419136276,39.200286865234375,0.9762,0.088125,24.31818413734436
s7,iso_0.875,iso,0.875,True,12.97123654683431,0.8742857000830191,9.37902037302653,0.8691406056678253,38.719922383626304,0.9803875000000001,0.07187500000000002,24.770450353622437
s7,iso_1.25,iso,1.25,True,18.57715670267741,1.2521352451409995,13.498348871866861,1.2508729747245624,39.12588628133138,0.98231875,0.06999999999999998,24.262932062149048
s7,shift_0.5,shift,7.418190956115723,True,14.918550173441568,1.0055382950975658,10.837269147237143,1.0042744653272846,39.145249684651695,0.9798171874999999,0.074375,24.4423611164093
s7,shift_0.7,shift,4.450914573669435,True,14.923701286315918,1.0058854897778335,10.894498507181803,1.009577829493902,39.044813791910805,0.9830343749999999,0.07250000000000001,24.510474920272827
s7,shift_0.875,shift,1.8545477390289307,True,14.836739540100098,1.0000241047898852,10.788913408915201,0.9997934071761031,38.74386469523112,0.98080625,0.06812499999999999,24.774447441101074
s7,shift_1.25,shift,3.7090954780578613,True,14.915652592976889,1.005342992733295,10.883870442708334,1.0085929417309845,38.76926294962565,0.9836343749999998,0.06374999999999999,24.659486055374146
s7,iso_0.7_ungated,iso,0.7,False,9.651431878407797,0.6505246316455996,6.937204202016194,0.642860940906145,34.58842849731445,0.9626187500000002,0.11812500000000002,24.66322660446167
s7,spec_0.6,spec,0.6,True,14.822019577026367,0.9990319516382065,13.700038274129232,1.2695632475107523,73.42712656656902,0.97120625,0.08812500000000001,33.87295484542847
s7,spec_0.8,spec,0.8,True,14.866755803426107,1.002047257301298,12.096173922220865,1.120935397395864,53.39336395263672,0.97893125,0.07562500000000003,33.65871047973633
s7,spec_1.25,spec,1.25,True,14.859002431233725,1.0015246654565848,9.605016072591146,0.8900833087845401,26.88209406534831,0.9843671875,0.06625000000000002,34.074623107910156
s7,spec_1.6,spec,1.6,True,14.894750912984213,1.003934180253519,8.384566307067871,0.7769859482707829,16.55801010131836,0.9863640625000001,0.057499999999999996,33.462005376815796
s7,smooth_3,smooth,3.0,True,14.871420860290527,1.0023616908938018,6.941232999165853,0.6432342838626053,26.249074935913086,0.9853390625,0.05874999999999998,23.991520404815674
s7,smooth_5,smooth,5.0,True,14.86040465037028,1.001619177659415,5.148055871327718,0.47706308548871734,19.461097081502277,0.9817828125,0.06499999999999997,24.305633068084717
s7,smooth_9,smooth,9.0,True,14.83408006032308,0.9998448508590583,3.5923030376434326,0.3328936619925764,13.216358502705893,0.979453125,0.07499999999999998,24.484743356704712
s7,jitter_0.5,jitter,0.5,True,14.830940882364908,0.9996332643700651,12.665974299112955,1.1737379956401341,51.173089345296226,0.981690625,0.06937499999999998,24.584092617034912
s7,jitter_1.0,jitter,1.0,True,14.883621215820312,1.0031840177658087,15.400870641072592,1.42717698697932,76.02816009521484,0.9764234375,0.07874999999999999,24.595547914505005
s7,shuffle,shuffle,,True,14.911320686340332,1.0050510140917244,20.83271026611328,1.930537913156189,38.96811040242513,0.9495562500000001,0.120625,24.555440664291382
s7,sub_top_0.7,sub_top,0.7,True,10.686700820922852,0.7203037023543116,9.476730982462565,0.8781953101985506,50.25254440307617,0.9347749999999999,0.13812500000000003,33.71521878242493
s7,sub_res_0.7,sub_res,0.7,True,10.449260711669922,0.7042997931359072,5.028421084086101,0.4659766982855123,7.8625539143880205,0.9810234375,0.07874999999999999,33.99498105049133
