epoch,step,train-acc,train-auc,train-aug_loss,train-clip_loss,train-cls_loss,train-eer,train-loss,val-acc,val-auc,val-aug_loss,val-clip_loss,val-cls_loss,val-eer,val-loss
0,516,,,,,,,,0.6339043974876404,0.699038028717041,0.0,0.013491494581103325,0.6374657154083252,0.3651938736438751,0.6442116498947144
0,516,0.6526111960411072,0.7164232730865479,0.021628277376294136,0.3176191449165344,0.6177574992179871,0.34752321243286133,0.7873807549476624,,,,,,,
1,1033,,,,,,,,0.5225428342819214,0.7310670614242554,0.0,0.01851065084338188,1.1258049011230469,0.32804328203201294,1.1350603103637695
1,1033,0.6669245362281799,0.7367957830429077,0.013408257625997066,0.27732858061790466,0.5994046926498413,0.3333978056907654,0.7447735071182251,,,,,,,
2,1550,,,,,,,,0.5807033181190491,0.689160168170929,0.0,0.01385360024869442,1.0587657690048218,0.36789900064468384,1.065692663192749
2,1550,0.6850096583366394,0.7573293447494507,0.0125803267583251,0.24139496684074402,0.5836504697799683,0.3165634572505951,0.710638165473938,,,,,,,
3,2067,,,,,,,,0.6361587047576904,0.7413603067398071,0.0,0.00592026486992836,0.7312594056129456,0.31650134921073914,0.7342193722724915
3,2067,0.6784332394599915,0.7504076957702637,0.012147747911512852,0.21739041805267334,0.590588390827179,0.321345716714859,0.7053572535514832,,,,,,,
4,2584,,,,,,,,0.6361587047576904,0.7153931856155396,0.0,0.010735459625720978,0.7485436201095581,0.34174931049346924,0.7539113163948059
4,2584,0.6830754280090332,0.75596022605896,0.011379709467291832,0.21100611984729767,0.5840993523597717,0.31673115491867065,0.6952919363975525,,,,,,,
