epoch,step,train-acc,train-auc,train-aug_loss,train-clip_loss,train-cls_loss,train-eer,train-loss,val-acc,val-auc,val-aug_loss,val-clip_loss,val-cls_loss,val-eer,val-loss
0,516,,,,,,,,0.49098286032676697,0.6955738067626953,0.0,0.022700734436511993,1.4133579730987549,0.3544735014438629,1.4247081279754639
0,516,0.6522243618965149,0.7223857641220093,0.019992752000689507,0.32085978984832764,0.61229008436203,0.3477756381034851,0.782716691493988,,,,,,,
1,1033,,,,,,,,0.5040577054023743,0.6753056049346924,0.0,0.020113153383135796,1.033417820930481,0.3623599112033844,1.0434740781784058
1,1033,0.669535756111145,0.7378520965576172,0.01680184341967106,0.26720887422561646,0.5989366769790649,0.33043310046195984,0.7409423589706421,,,,,,,
2,1550,,,,,,,,0.6753832101821899,0.7505038976669312,0.0,0.01513728592544794,0.617641031742096,0.32281333208084106,0.6252096891403198
2,1550,0.671953558921814,0.7434110641479492,0.014262658543884754,0.23816201090812683,0.594451367855072,0.3293343782424927,0.7206635475158691,,,,,,,
3,2067,,,,,,,,0.6740306615829468,0.7507185935974121,0.0,0.009253532625734806,0.664553701877594,0.32191163301467896,0.6691804528236389
3,2067,0.6874274611473083,0.7639509439468384,0.011501211673021317,0.227500319480896,0.5754361152648926,0.31228241324424744,0.6949371695518494,,,,,,,
4,2584,,,,,,,,0.6492335200309753,0.7457014322280884,0.0,0.010319656692445278,0.9738432765007019,0.3202084004878998,0.9790030121803284
4,2584,0.6895551085472107,0.7606045007705688,0.011842643842101097,0.2072567194700241,0.5808498859405518,0.3131527900695801,0.6903999447822571,,,,,,,
