system,eer,auc,acc,bal_acc,n_spoof
Spark-TTS-0.5B,0.6875,0.2910242290748899,0.933982683982684,0.505919603524229,16
FireRedTTS-2.0,0.6200440528627111,0.33590308370044053,0.8831168831168831,0.510737885462555,16
Index-TTS-1.5,0.5999999999998813,0.36923641703377386,0.018418201516793065,0.501101321585903,15
Higgs-Audio-V2,0.5217391304350717,0.4996648151695078,0.878625134264232,0.6199482857690097,23
ZipVoice,0.5,0.5513032305433186,0.2076086956521739,0.598568281938326,12
VoxCPM-1.5,0.5,0.5169131529263687,0.8590021691973969,0.5767778477029578,14
Mars5,0.4328193832583397,0.6161205947136563,0.4145021645021645,0.6406938325991189,16
OuteTTS,0.4317180616742235,0.6309070885062075,0.8268817204301075,0.6452242691229475,22
griffin_lim,0.4273127753311869,0.5987518355359766,0.47778981581798485,0.6362334801762115,15
f5-tts,0.4117647058823529,0.6757579683855921,0.7783783783783784,0.6850868100544183,17
VoxCPM-0.5B,0.3986784140970725,0.6182723616165485,0.7776584317937701,0.6317515801570581,23
WhisperSpeech,0.39096916299648277,0.6864904552129222,0.4047362755651238,0.6489668554646528,21
Microsoft VibeVoice 1.5B,0.38461538461542844,0.6989156218231108,0.8783930510314875,0.672949847509319,13
sesame_csm,0.3846153846153845,0.7278041341917995,0.6156351791530945,0.6913334462893934,13
Metavoice-1B,0.3634361233483536,0.6463971050975457,0.37093275488069416,0.6806167400881057,14
RVC,0.35714285714286553,0.7604625550660793,0.8427331887201736,0.7443360604153556,14
Index-TTS-2.0,0.35294117647048784,0.6672713138118684,0.6464864864864864,0.6756284011401918,17
MiniCPM-o-2.6,0.3499999999999999,0.7676211453744493,0.7758620689655172,0.7143171806167401,20
Openaudio-S1-Mini,0.34471365638721896,0.6894713656387665,0.6559485530546624,0.6676431718061675,25
Voxtream,0.33590308370089217,0.6951786588350465,0.6565874730021598,0.6887542829172786,18
SoulX-Podcast,0.33333333333339554,0.6872246696035242,0.8021739130434783,0.6941997063142438,12
microsoft_speecht5_tts,0.3333333333333346,0.7358663729809105,0.8108695652173913,0.6986049926578561,12
e2-tts,0.3215859030849541,0.7389179515418501,0.5746753246753247,0.7528909691629956,16
Nari Dia2,0.3094713656397319,0.7386864237084502,0.690968443960827,0.7089006808169804,11
FishTTS,0.291850220264531,0.7677679882525698,0.6901408450704225,0.7441629955947137,15
vixTTS,0.2907488986782123,0.8050660792951542,0.591991341991342,0.7617015418502202,16
Qwen2.5-Omni,0.28571428571428825,0.762271869100063,0.8763557483731019,0.7614065449968535,14
suno_bark-small,0.2857142857142857,0.8073473882945248,0.9056399132321041,0.7411107614852108,14
suno_bark,0.2857142857142857,0.7705317809943361,0.8937093275488069,0.7702171176840781,14
MegaTTS3,0.28571428571428564,0.7620358716173694,0.7635574837310195,0.7393014474512272,14
Llasa-8B,0.2777777777777778,0.7827949094468918,0.8920086393088553,0.7815712187958883,18
Step-Audio-EditX,0.27202643171749064,0.8455146175410493,0.7138193688792165,0.8102723267921506,11
NeuTTS-Air,0.2500000000001327,0.7422219162995595,0.8311688311688312,0.7912995594713657,16
Kani-TTS-370M,0.23568281938261926,0.8229875851021224,0.690968443960827,0.7987084501401682,11
Chatterbox,0.23127753304072451,0.7492133417243549,0.7689804772234273,0.777218376337319,14
MeloTTS,0.23076923076922487,0.8923246357167062,0.7274701411509229,0.8238732633005761,13
Edge-TTS,0.2279735682821446,0.8327214880078315,0.772082878953108,0.7749021047479197,9
parler_tts_mini_v1,0.2103524229081533,0.882892804698972,0.6345733041575492,0.8160792951541851,6
minimax_speech-2.6-hd,0.18281938326043823,0.8341593245227606,0.8173913043478261,0.8252569750367107,12
