system,eer,auc,acc,bal_acc,n_spoof
Spark-TTS-0.5B,0.6585903083698341,0.3093337004405286,0.8777056277056277,0.5079845814977973,16
FireRedTTS-2.0,0.5870044052871757,0.40652533039647576,0.8571428571428571,0.5282213656387665,16
Index-TTS-1.5,0.5616740088118302,0.4244493392070484,0.9631635969664138,0.5878854625550661,15
VoxCPM-1.5,0.5550660792933765,0.46900566393958465,0.9598698481561823,0.5928256765261171,14
griffin_lim,0.4666666666666667,0.6190161527165932,0.43661971830985913,0.6480910425844346,15
Higgs-Audio-V2,0.4347826086957819,0.5498467726489178,0.9151450053705693,0.5962938134457001,23
Mars5,0.4229074889857876,0.623761013215859,0.4145021645021645,0.6406938325991189,16
ZipVoice,0.4166666666666666,0.5909508076358296,0.7869565217391304,0.6453744493392071,12
OuteTTS,0.40418502202534484,0.6477773327993592,0.6989247311827957,0.6462254705646776,22
WhisperSpeech,0.38095238095261197,0.6940423746591148,0.7319698600645855,0.6768145584224879,21
Openaudio-S1-Mini,0.3700440528635882,0.687180616740088,0.5326902465166131,0.6821145374449339,25
Nari Dia2,0.36363636363636365,0.7098518221866239,0.7540805223068553,0.6959351221465759,11
Chatterbox,0.35714285714285715,0.7233322844556325,0.928416485900217,0.6823473882945248,14
f5-tts,0.35294117647059053,0.6079942990412024,0.6735135135135135,0.6605338170510495,17
e2-tts,0.3425110132161987,0.6964482378854626,0.6038961038961039,0.6756607929515419,16
Index-TTS-2.0,0.3425110132158157,0.6945452189686447,0.7189189189189189,0.6836615703550143,17
SoulX-Podcast,0.33333333333333376,0.6746512481644641,0.758695652173913,0.7132892804698971,12
FishTTS,0.33333333333320564,0.77856093979442,0.5503791982665223,0.7059104258443465,15
vixTTS,0.31250000000000006,0.7783590308370044,0.6125541125541125,0.7721640969162995,16
VoxCPM-0.5B,0.31167400881140417,0.6866979505841793,0.6842105263157895,0.7109749090212603,23
Microsoft VibeVoice 1.5B,0.3076923076923015,0.7609284988139614,0.8023887079261672,0.7481362250084718,13
sesame_csm,0.29955947136560407,0.7698237885462555,0.7817589576547231,0.7376736699423925,13
RVC,0.2929515418511934,0.7295468848332284,0.7071583514099783,0.7106670862177471,14
suno_bark,0.28634361233513367,0.7807583385777218,0.9316702819956616,0.7543266205160478,14
Metavoice-1B,0.28571428571428753,0.7422907488986783,0.6778741865509761,0.7661264946507237,14
MegaTTS3,0.28571428571428575,0.8195405915670232,0.6767895878524945,0.7655758338577722,14
Voxtream,0.27777777777807666,0.7319505628976994,0.7699784017278618,0.7465736661771905,18
Llasa-8B,0.27777777777777773,0.7947870778267254,0.9222462203023758,0.7969897209985315,18
Step-Audio-EditX,0.26762114537435655,0.854425310372447,0.7247007616974973,0.8606828193832599,11
OpenVoiceV2,0.2666666666667582,0.8234214390602055,0.5915492957746479,0.7924008810572687,15
MiniCPM-o-2.6,0.25220264317287355,0.8243942731277533,0.7478448275862069,0.748898678414097,20
microsoft_speecht5_tts,0.2500000000001327,0.746787812041116,0.7695652173913043,0.7599118942731278,12
minimax_speech-2.6-hd,0.2500000000000612,0.8448972099853157,0.967391304347826,0.8190161527165932,12
NeuTTS-Air,0.24779735682768295,0.8549697136563876,0.7445887445887446,0.8086453744493391,16
Nari Dia-1.6B,0.24339207048430656,0.8465158189827793,0.7573449401523396,0.7873948738486184,11
suno_bark-small,0.2345814977983702,0.8777533039647578,0.6952277657266811,0.8101006922592826,14
Kani-TTS-370M,0.22356828193878245,0.7837404885863035,0.7769314472252449,0.7973067681217461,11
Edge-TTS,0.22222222222222224,0.8702887909936368,0.772082878953108,0.8299069995105237,9
Qwen2.5-Omni,0.21428571428572482,0.8477029578351164,0.7169197396963124,0.8211139081183134,14
MatchaTTS,0.19999999999999996,0.8671806167400881,0.7777777777777778,0.8382158590308371,10
MeloTTS,0.18612334801771693,0.8647915960691291,0.8143322475570033,0.8300152490681125,13
minimax_speech-02-turbo,0.18181818181815865,0.9457348818582298,0.9325353645266594,0.8760512615138166,11
parler_tts_mini_v0.1,0.17647058823528713,0.8942083441306038,0.9405405405405406,0.8831303446488727,17
parler_tts_large_v1,0.17400881057311732,0.8963971050975456,0.7776572668112798,0.8519509125235998,14
"Resemble.ai (April 12th, 2025)",0.17290748898795522,0.8999632892804699,0.9092872570194385,0.8448360254527656,18
parler_tts_mini_v1,0.16666666666666669,0.9126284875183555,0.9179431072210066,0.8759177679882526,6
Maya1 TTS,0.1596916299550965,0.8845555843482767,0.9264864864864865,0.8759717543405028,17
optispeech,0.14285714285717974,0.9314033983637507,0.93058568329718,0.8944304594084329,14
Llasa-1B-Multilingual,0.12334801762000891,0.9514730176211454,0.8636363636363636,0.9306167400881058,16
Kyutai-TTS,0.11674008810591723,0.9474263853466265,0.8122977346278317,0.9041850220264317,19
Ringg Squirrel TTS v1.0,0.11111111111115653,0.9466470876162506,0.9168466522678186,0.9031448849730788,18
DeepGram,0.11111111111070583,0.9623103279490945,0.8833151581243184,0.9410792951541851,9
kokoro,0.1052631578947373,0.9610479944354278,0.9374325782092773,0.9165314166473453,19
Microsoft VibeVoice Large,0.09801762114471635,0.9490800725576575,0.9027027027027027,0.9215794247214304,17
Indri-TTS-0.1,0.0947136563884164,0.9649150409062303,0.8579175704989154,0.927863436123348,14
orpheus-tts-0.1-finetune,0.09090909090911845,0.9808770524629555,0.9771490750816104,0.9435322386864238,11
Cartesia.ai (Sonic-3),0.09090909090909588,0.9564477372847416,0.9281828073993471,0.9187525030036043,11
Veena,0.08259911894351045,0.9613849118942731,0.8820346320346321,0.9399779735682819,16
Kitten-TTS-Nano-0.1,0.07142857142852052,0.9851321585903084,0.9707158351409978,0.9499685336689743,14
Marvis-TTS,0.06938325991248392,0.9742290748898678,0.9309967141292442,0.9653083700440528,5
Supertonic,0.06249999999999996,0.9767345814977975,0.9707792207792207,0.9544328193832599,16
