seed,model,metric,mean,std
seed2,lr_struct,bal_acc,0.8550000000000001,0.029154759474226504
seed2,gbt_struct,bal_acc,0.8533333333333333,0.027182510717166847
seed2,lr_phoneme,bal_acc,0.595,0.07180219742846007
seed2,lr_struct,f1,0.826230319388214,0.03630933491594856
seed2,gbt_struct,f1,0.8240751055176228,0.032073814870931236
seed2,lr_phoneme,f1,0.4887129543042759,0.1089530794947953
seed2,lr_struct,auc,0.9296666666666666,0.022145980322497448
seed2,gbt_struct,auc,0.9313333333333332,0.029686323076086357
seed2,lr_phoneme,auc,0.6329999999999999,0.06837315912614314
