seed,model,metric,mean,std
seed1,lr_struct,bal_acc,0.8533333333333333,0.015456030825826163
seed1,gbt_struct,bal_acc,0.8283333333333334,0.044596960534198864
seed1,lr_phoneme,bal_acc,0.595,0.07180219742846007
seed1,lr_struct,f1,0.8246857788963051,0.018780650802288818
seed1,gbt_struct,f1,0.7936760185540672,0.05375636309441322
seed1,lr_phoneme,f1,0.4887129543042759,0.1089530794947953
seed1,lr_struct,auc,0.9343333333333333,0.013441230102437252
seed1,gbt_struct,auc,0.9059999999999999,0.015405626677721742
seed1,lr_phoneme,auc,0.6329999999999999,0.06837315912614314
