epoch,step,train-acc,train-auc,train-aug_loss,train-clip_loss,train-cls_loss,train-eer,train-loss,val-acc,val-auc,val-aug_loss,val-clip_loss,val-cls_loss,val-eer,val-loss
0,516,,,,,,,,0.5351668000221252,0.7603288888931274,0.0,0.012400380335748196,1.3713514804840088,0.3101893663406372,1.3775514364242554
0,516,0.7931334376335144,0.8764461278915405,0.015546908602118492,0.013988194987177849,0.4698631763458252,0.20875251293182373,0.4846307635307312,,,,,,,
1,1033,,,,,,,,0.5130748152732849,0.7390231490135193,0.0,0.006416247691959143,2.171856164932251,0.32537975907325745,2.1750640869140625
1,1033,0.7970986366271973,0.8835043907165527,0.015843592584133148,0.011211898177862167,0.45333340764045715,0.20281559228897095,0.4668612778186798,,,,,,,
2,1550,,,,,,,,0.6641117930412292,0.776665449142456,0.0,0.007332977373152971,0.7942519783973694,0.306582510471344,0.797918438911438
2,1550,0.8070599436759949,0.8907948732376099,0.013740148395299911,0.009782171808183193,0.44095295667648315,0.1953059583902359,0.45271435379981995,,,,,,,
3,2067,,,,,,,,0.6149684190750122,0.7790302038192749,0.0,0.009850312024354935,1.1923476457595825,0.2925415337085724,1.1972728967666626
3,2067,0.8095744848251343,0.8942950963973999,0.012419093400239944,0.011020268313586712,0.4299775958061218,0.1914440542459488,0.4416973292827606,,,,,,,
4,2584,,,,,,,,0.5256988406181335,0.7830163836479187,0.0,0.006017779931426048,1.930661916732788,0.29936879873275757,1.9336720705032349
4,2584,0.8158607482910156,0.8975496292114258,0.012168451212346554,0.009152128361165524,0.4219145178794861,0.18371687829494476,0.43257519602775574,,,,,,,
