epoch,step,train-acc,train-auc,train-aug_loss,train-clip_loss,train-cls_loss,train-eer,train-loss,val-acc,val-auc,val-aug_loss,val-clip_loss,val-cls_loss,val-eer,val-loss
0,516,,,,,,,,0.6045987606048584,0.7988207936286926,0.0,0.007475691381841898,1.1341904401779175,0.2858431041240692,1.1379282474517822
0,516,0.7864603400230408,0.8730779886245728,0.016171274706721306,0.01315597165375948,0.47365647554397583,0.21242019534111023,0.48831987380981445,,,,,,,
1,1033,,,,,,,,0.5919747352600098,0.802368700504303,0.0,0.0077747744508087635,1.1896071434020996,0.2759242653846741,1.1934947967529297
1,1033,0.7980657815933228,0.8856554627418518,0.014701454900205135,0.009667161852121353,0.4512633979320526,0.19862042367458344,0.4634474217891693,,,,,,,
2,1550,,,,,,,,0.5676285028457642,0.7647581100463867,0.0,0.007207497023046017,1.3041040897369385,0.3029756546020508,1.3077079057693481
2,1550,0.8056092858314514,0.8898270130157471,0.013239551335573196,0.009028867818415165,0.4393848776817322,0.19354215264320374,0.45051896572113037,,,,,,,
3,2067,,,,,,,,0.50225430727005,0.786270022392273,0.0,0.010977441444993019,2.2365219593048096,0.28872859477996826,2.2420108318328857
3,2067,0.8115087151527405,0.8931179046630859,0.012079843319952488,0.006848662625998259,0.4355349838733673,0.18862448632717133,0.444999098777771,,,,,,,
4,2584,,,,,,,,0.5964832901954651,0.8044249415397644,0.0,0.00458123441785574,1.2588465213775635,0.2750225365161896,1.2611370086669922
4,2584,0.8167311549186707,0.8965334296226501,0.010886001400649548,0.008356536738574505,0.4227207899093628,0.1830754280090332,0.43234220147132874,,,,,,,
