sample_id,label,system_id,cos_pre_encoder,cos_encoder_feat,cos_gat_pre,cos_gat_l0,cos_gat_l1,cos_gat_l2,cos_bilstm
242,0,-,1.000000,0.961268,0.955159,-0.016548,0.003940,-0.019181,-0.024797
243,1,A05,1.000000,0.929519,0.896493,-0.011490,0.024198,0.033074,-0.037463
244,1,A06,1.000000,0.986998,0.944296,0.040367,0.053456,0.011300,-0.038775
245,1,A01,1.000000,0.979188,0.965181,0.037694,-0.009338,0.056136,-0.020841
246,1,A06,1.000000,0.976000,0.912810,0.040327,0.001357,-0.000444,-0.003073
247,1,A02,1.000000,0.971230,0.924059,0.022387,0.023615,-0.007743,-0.028861
248,1,A06,1.000000,0.987751,0.968817,0.035677,0.027919,-0.017624,-0.036494
249,1,A03,1.000000,0.982672,0.961413,0.031531,0.005952,0.042243,-0.026252
250,1,A01,1.000000,0.980253,0.955451,0.013780,-0.022018,0.036238,-0.026250
251,1,A03,1.000000,0.990070,0.978611,0.007299,-0.008832,0.053044,-0.013123
252,1,A04,1.000000,0.970933,0.926377,-0.036892,0.035045,-0.020093,-0.039195
253,1,A02,1.000000,0.978964,0.937679,-0.007632,0.018650,0.025227,-0.041563
254,1,A04,1.000000,0.980416,0.952261,-0.035862,0.004741,0.006441,-0.039313
255,1,A05,1.000000,0.966808,0.933588,0.015329,0.054382,0.002373,-0.043853
256,1,A03,1.000000,0.978413,0.957690,0.039056,0.040254,0.029181,-0.021731
257,1,A05,1.000000,0.941552,0.881720,-0.007348,0.067466,-0.008818,-0.046457
258,1,A02,1.000000,0.980492,0.957332,0.037520,-0.024129,0.019002,-0.039463
259,1,A02,1.000000,0.973816,0.943540,0.023765,-0.026208,0.035610,-0.034685
260,1,A06,1.000000,0.932132,0.909983,-0.024340,0.020258,0.000792,-0.041329
261,1,A04,1.000000,0.986939,0.977459,0.013691,-0.003043,0.015583,-0.021653
262,1,A01,1.000000,0.976687,0.959927,-0.011997,0.017259,0.021720,-0.027884
263,0,-,1.000000,0.970029,0.952829,0.040514,-0.003175,-0.042425,-0.013347
264,1,A05,1.000000,0.983509,0.973914,0.021896,0.040452,0.009898,-0.042917
265,1,A03,1.000000,0.989734,0.982174,0.071388,-0.014652,0.080294,-0.019582
266,1,A01,1.000000,0.962474,0.938530,0.037703,-0.009055,0.028375,-0.033834
267,1,A01,1.000000,0.978593,0.965290,0.029437,-0.012209,0.051426,-0.038981
268,1,A02,1.000000,0.959024,0.919106,0.088667,0.008902,0.007701,-0.020002
269,1,A04,1.000000,0.929397,0.869929,0.055725,-0.007277,0.024889,-0.026165
270,1,A04,1.000000,0.945124,0.853317,0.010854,-0.021220,0.069702,-0.026682
271,1,A04,1.000000,0.961017,0.945266,0.000018,-0.012184,0.030552,-0.037873
272,1,A02,1.000000,0.963198,0.931477,0.000682,0.007866,0.038629,-0.030001
273,1,A05,1.000000,0.974049,0.956739,0.021420,0.058650,-0.001582,-0.029365
274,1,A03,1.000000,0.988707,0.974042,0.031834,0.034423,0.017040,-0.023573
275,1,A01,1.000000,0.985437,0.969176,0.025496,0.024954,0.037957,-0.032816
276,1,A06,1.000000,0.978235,0.964425,0.001062,0.056337,-0.017993,-0.046477
277,1,A04,1.000000,0.971987,0.940542,0.026351,0.017985,0.020794,-0.028360
278,0,-,1.000000,0.982073,0.986819,0.048147,0.007903,0.018139,-0.035628
279,1,A03,1.000000,0.977156,0.954827,0.016375,-0.000941,0.021916,-0.029057
280,0,-,1.000000,0.973463,0.947585,-0.032044,0.070347,0.035050,0.011077
281,1,A06,1.000000,0.982779,0.964456,0.071288,0.000514,-0.039379,-0.020679
282,1,A02,1.000000,0.988072,0.970212,0.044872,-0.006857,0.003732,-0.040041
283,1,A01,1.000000,0.983076,0.966094,-0.006744,-0.013138,0.072279,-0.016778
284,1,A01,1.000000,0.984114,0.957567,0.015861,-0.007310,0.039882,-0.024737
285,1,A06,1.000000,0.972154,0.935485,0.057202,-0.024157,0.020355,-0.040484
286,1,A05,1.000000,0.985889,0.936594,0.006691,-0.006499,0.025609,-0.040818
287,1,A01,1.000000,0.975169,0.952486,0.011322,-0.003568,0.060030,-0.022926
288,1,A01,1.000000,0.983125,0.970069,0.046762,-0.006428,0.014200,-0.031998
289,1,A01,1.000000,0.974230,0.932349,-0.036849,0.015317,0.020827,-0.024246
290,1,A05,1.000000,0.971547,0.940293,0.002335,0.047136,-0.017965,-0.050794
291,1,A06,1.000000,0.969600,0.943368,-0.011849,0.010620,0.007821,-0.030167
292,1,A05,1.000000,0.876069,0.769761,-0.022830,0.028935,0.048245,-0.046728
293,1,A03,1.000000,0.987156,0.955735,0.020933,0.009515,0.009145,-0.019073
294,1,A04,1.000000,0.957172,0.886715,0.041317,-0.036266,-0.021607,-0.069981
295,1,A06,1.000000,0.983823,0.950054,0.006307,-0.012685,-0.023091,-0.040226
296,1,A04,1.000000,0.984964,0.979942,-0.032454,0.049533,0.036476,-0.013028
297,1,A04,1.000000,0.983534,0.929626,-0.022568,-0.028059,0.028610,-0.004850
298,1,A02,1.000000,0.984998,0.973087,0.016253,-0.000628,0.052637,-0.023616
299,0,-,1.000000,0.987674,0.951862,-0.017804,-0.021167,0.011443,0.025729
300,1,A06,1.000000,0.959106,0.949745,0.010903,0.023258,0.033192,-0.044322
301,1,A01,1.000000,0.977375,0.978805,0.009439,-0.027078,0.032201,-0.003354
302,1,A01,1.000000,0.973299,0.950528,0.029027,0.013349,0.043234,-0.026670
303,1,A02,1.000000,0.979970,0.960635,0.005464,-0.018494,0.022277,-0.032315
304,1,A05,1.000000,0.984195,0.968117,0.016817,0.022624,0.017078,-0.035599
305,0,-,1.000000,0.971993,0.922019,0.039571,0.021109,0.048213,-0.021388
306,1,A06,1.000000,0.994670,0.985385,0.010356,0.020778,-0.025724,0.000544
307,1,A04,1.000000,0.970536,0.928190,-0.035190,-0.002648,0.014563,-0.031550
308,1,A04,1.000000,0.934809,0.885302,0.022611,0.012343,0.016634,-0.033673
309,1,A01,1.000000,0.975128,0.949538,0.019136,0.021847,0.030521,-0.031800
310,1,A06,1.000000,0.961357,0.862597,-0.037320,0.003481,-0.044436,-0.060653
311,1,A03,1.000000,0.986729,0.969853,0.027077,-0.003699,0.000250,-0.028314
312,1,A03,1.000000,0.985707,0.968026,0.029469,0.007750,0.063017,-0.026073
313,1,A06,1.000000,0.986848,0.960685,0.044899,0.030218,-0.019663,-0.000679
314,1,A03,1.000000,0.972370,0.950317,0.012295,-0.017582,0.031963,-0.030914
315,1,A06,1.000000,0.974105,0.931840,0.015603,0.022306,0.021304,-0.031967
316,1,A03,1.000000,0.980494,0.970589,0.027195,0.007015,0.040899,-0.006044
317,0,-,1.000000,0.981078,0.961933,0.021781,0.033768,-0.012101,-0.010656
318,1,A06,1.000000,0.981823,0.941990,-0.011527,0.013570,-0.020682,-0.051096
319,1,A04,1.000000,0.859379,0.801120,0.009235,0.006920,0.008272,-0.034696
320,1,A03,1.000000,0.981053,0.952848,0.031841,-0.053320,0.053947,0.001628
321,1,A03,1.000000,0.988427,0.971626,0.038201,-0.001826,0.012573,-0.027879
322,1,A03,1.000000,0.992189,0.980729,0.038934,-0.030328,0.041502,-0.026859
323,1,A01,1.000000,0.984248,0.964379,0.027774,-0.011602,0.049129,-0.029179
324,1,A02,1.000000,0.986749,0.953841,0.072224,-0.006442,0.002580,-0.034772
325,1,A04,1.000000,0.990421,0.985000,0.001122,0.021957,0.034183,-0.031785
326,0,-,1.000000,0.971789,0.924598,0.009811,-0.005086,0.011710,-0.040958
327,1,A06,1.000000,0.977103,0.964798,0.050467,0.000862,-0.008484,-0.043141
328,1,A05,1.000000,0.953687,0.933099,-0.003741,0.026461,0.031608,-0.034495
329,1,A02,1.000000,0.959759,0.915200,0.035071,0.043748,0.009173,-0.031662
330,1,A02,1.000000,0.975631,0.944905,0.050930,0.020128,0.005156,-0.032640
331,1,A05,1.000000,0.963864,0.928380,0.013091,0.033914,0.036707,-0.037305
332,1,A03,1.000000,0.985699,0.974510,0.041608,0.009378,0.028520,-0.036256
333,0,-,1.000000,0.988861,0.972781,0.041347,-0.021749,-0.032048,-0.005282
334,1,A05,1.000000,0.891111,0.821694,0.024559,0.061527,0.018742,-0.047600
335,1,A04,1.000000,0.977073,0.928445,0.004353,0.016796,0.002651,-0.005233
336,1,A05,1.000000,0.991094,0.987994,-0.019558,0.033140,0.000252,-0.048893
337,1,A01,1.000000,0.991688,0.981102,0.006083,-0.014345,0.055754,-0.031580
338,1,A06,1.000000,0.968003,0.928597,-0.008691,-0.011413,-0.026724,-0.049263
339,0,-,1.000000,0.980754,0.958005,0.023643,0.036636,-0.035211,-0.017283
340,0,-,1.000000,0.954370,0.893079,0.004338,0.018411,-0.050602,-0.027552
341,1,A01,1.000000,0.988128,0.978365,-0.020086,0.002542,0.041688,-0.025903
342,1,A03,1.000000,0.989695,0.971007,0.036466,-0.016449,0.004228,0.000085
343,1,A01,1.000000,0.964012,0.947414,0.048394,-0.007767,0.043453,-0.028916
344,1,A03,1.000000,0.935258,0.879942,0.064051,0.002177,0.038624,-0.023166
345,0,-,1.000000,0.978108,0.938253,0.060172,-0.012515,0.053726,-0.018698
346,1,A05,1.000000,0.975985,0.964568,-0.032384,0.007010,0.015113,-0.037556
347,1,A01,1.000000,0.983566,0.969801,-0.008427,-0.006938,0.037196,-0.032756
348,1,A01,1.000000,0.985713,0.972875,0.016452,-0.017501,0.050779,-0.033228
349,1,A02,1.000000,0.981334,0.940297,0.028082,0.009330,0.018770,0.010246
350,1,A01,1.000000,0.979981,0.965785,-0.001929,0.001627,0.044248,-0.025369
351,1,A01,1.000000,0.915819,0.880437,0.003732,0.020099,0.071128,-0.019935
352,1,A06,1.000000,0.977068,0.952976,0.011928,0.017412,-0.029716,-0.053003
353,1,A02,1.000000,0.983135,0.955841,-0.008258,-0.025331,0.026700,-0.029968
354,1,A05,1.000000,0.968266,0.952950,0.021143,-0.014709,-0.012966,-0.073151
355,1,A01,1.000000,0.975172,0.940933,0.017555,0.015303,0.054059,-0.030502
356,1,A01,1.000000,0.976941,0.951775,-0.015504,-0.011491,0.069632,-0.036767
357,1,A01,1.000000,0.990163,0.976962,0.023487,-0.004632,0.042107,-0.021678
358,1,A06,1.000000,0.993579,0.968754,0.029447,0.001617,-0.017117,0.000620
359,0,-,1.000000,0.984075,0.950164,0.030646,0.024949,0.011161,-0.027960
360,1,A01,1.000000,0.988926,0.978531,0.044126,0.010332,0.042090,-0.023721
361,1,A02,1.000000,0.985251,0.941734,0.034829,0.032317,0.010072,-0.015109
362,1,A04,1.000000,0.977524,0.956329,0.054233,0.000760,0.012205,-0.025871
363,1,A02,1.000000,0.982982,0.968237,0.025327,-0.002560,0.048290,-0.022805
364,1,A04,1.000000,0.968836,0.907156,-0.002237,0.026277,0.008830,-0.030590
365,1,A04,1.000000,0.943335,0.915163,0.028523,0.019733,0.063768,-0.023850
366,1,A02,1.000000,0.983924,0.959881,0.015531,-0.010510,0.009963,-0.028964
367,1,A05,1.000000,0.971610,0.955213,0.044617,0.010322,0.024902,-0.037671
368,1,A06,1.000000,0.969131,0.874766,0.031180,0.021803,-0.039994,-0.051148
369,1,A05,1.000000,0.979298,0.957619,0.032083,0.017617,0.022708,-0.032799
370,1,A04,1.000000,0.967360,0.936056,-0.022955,0.027880,0.035833,-0.027898
371,1,A02,1.000000,0.987203,0.956072,-0.003499,0.037311,0.010379,-0.022388
372,1,A01,1.000000,0.988359,0.972259,0.010304,-0.032779,0.013026,-0.017164
373,1,A01,1.000000,0.980790,0.962098,-0.028554,-0.013365,0.022686,-0.032688
374,1,A05,1.000000,0.956497,0.896747,-0.042758,0.015378,0.011735,-0.045520
375,1,A04,1.000000,0.947249,0.906445,0.021727,0.038422,0.040121,-0.027353
376,1,A03,1.000000,0.976122,0.968074,0.049301,0.035798,0.036631,-0.023151
377,1,A04,1.000000,0.971082,0.939520,-0.044873,0.026628,0.005396,-0.028103
378,1,A06,1.000000,0.965228,0.949316,0.023601,0.039636,-0.023080,-0.024964
379,1,A06,1.000000,0.989181,0.983459,0.026356,-0.001759,0.001846,-0.048228
380,1,A03,1.000000,0.985860,0.966641,0.041384,-0.034305,0.023195,-0.033026
381,1,A03,1.000000,0.988784,0.977715,0.009461,-0.028722,0.055616,-0.029836
382,1,A06,1.000000,0.965969,0.923783,0.035940,0.010496,0.020254,-0.023387
383,1,A06,1.000000,0.943890,0.872898,0.056830,0.001293,-0.018235,-0.018908
384,1,A01,1.000000,0.975664,0.960886,0.029105,0.003941,0.048686,-0.027524
385,1,A02,1.000000,0.981309,0.947125,0.050363,-0.005351,0.038562,-0.027349
386,1,A03,1.000000,0.980763,0.955519,0.046911,0.013477,0.020760,-0.029394
387,1,A03,1.000000,0.990291,0.975663,0.003212,-0.004915,0.038135,-0.029975
388,1,A05,1.000000,0.960212,0.947516,0.035922,0.021277,0.015637,-0.020013
389,1,A05,1.000000,0.972643,0.950090,0.010792,0.011021,0.043758,-0.038764
390,1,A06,1.000000,0.982741,0.969888,-0.026200,0.053185,-0.022309,-0.035043
391,1,A04,1.000000,0.971690,0.930926,0.040409,-0.013007,-0.002121,-0.037761
392,1,A02,1.000000,0.985964,0.935306,0.092116,-0.045291,-0.028135,-0.035392
393,1,A05,1.000000,0.956181,0.872573,0.023346,0.030073,-0.001818,-0.053109
394,0,-,1.000000,0.978521,0.952740,-0.008798,-0.027479,0.008446,-0.041928
395,1,A03,1.000000,0.950519,0.903504,0.022560,-0.022432,0.038392,-0.029125
396,0,-,1.000000,0.979388,0.936909,0.040580,0.005148,0.014984,-0.020412
397,0,-,1.000000,0.988750,0.984253,0.069554,-0.012820,0.050841,-0.004109
398,1,A01,1.000000,0.920095,0.889182,-0.009265,0.000553,0.046754,-0.033241
399,1,A05,1.000000,0.940973,0.914936,-0.024985,0.048625,0.038535,-0.035440
400,1,A02,1.000000,0.972124,0.963470,0.076833,0.004507,0.034087,-0.035624
401,0,-,1.000000,0.986732,0.950188,0.005886,0.050073,0.015237,0.017019
402,1,A02,1.000000,0.980361,0.940316,0.046795,-0.022497,-0.031928,-0.048330
403,1,A03,1.000000,0.982167,0.966872,0.060538,0.010625,0.034064,-0.021619
404,1,A03,1.000000,0.988069,0.964427,0.044985,-0.024544,0.011379,-0.026118
405,1,A01,1.000000,0.986744,0.966855,0.000425,-0.018602,0.050209,-0.021488
406,1,A01,1.000000,0.989509,0.978577,-0.018128,-0.028831,0.034282,-0.029391
407,1,A01,1.000000,0.986664,0.965195,0.028488,0.025499,0.035432,-0.015931
408,1,A06,1.000000,0.973834,0.952918,0.072787,-0.001705,-0.001470,-0.035753
409,0,-,1.000000,0.969825,0.906038,0.077264,0.020321,0.010243,0.015772
410,1,A05,1.000000,0.916539,0.865510,-0.037228,0.020433,0.055283,-0.031710
411,1,A06,1.000000,0.989061,0.971549,0.005290,0.014245,0.037899,-0.031464
412,1,A06,1.000000,0.988236,0.970644,0.056104,0.046555,0.052813,-0.068109
413,1,A05,1.000000,0.971496,0.926678,0.030170,-0.008732,-0.019206,-0.039646
414,0,-,1.000000,0.985335,0.954984,0.056720,0.009449,0.019425,-0.006756
415,0,-,1.000000,0.970571,0.954539,-0.012507,-0.022828,0.035653,-0.010076
416,1,A05,1.000000,0.927556,0.868971,-0.041594,-0.006541,0.000163,-0.043920
417,1,A01,1.000000,0.944587,0.917577,0.021605,-0.010267,0.032187,-0.037121
418,1,A05,1.000000,0.980901,0.947996,-0.016537,0.043790,0.018905,-0.046928
419,1,A03,1.000000,0.972593,0.949793,-0.008735,-0.028411,0.059000,-0.017068
420,1,A06,1.000000,0.984280,0.943087,0.030408,0.027553,-0.042478,-0.031284
421,1,A06,1.000000,0.978473,0.918088,-0.004248,-0.003932,-0.018420,-0.029045
422,1,A06,1.000000,0.977528,0.958720,0.039266,-0.001660,0.013601,-0.048083
423,1,A05,1.000000,0.988226,0.968681,0.036226,-0.029059,-0.042110,-0.029523
424,1,A03,1.000000,0.976072,0.930731,0.003450,0.018489,0.037138,-0.019770
425,1,A06,1.000000,0.981053,0.944243,0.029607,0.025863,-0.009348,-0.047373
426,1,A05,1.000000,0.942299,0.863901,-0.004974,0.067650,0.015141,-0.056047
427,1,A06,1.000000,0.981310,0.964121,-0.015316,0.033437,0.017945,-0.042885
428,1,A03,1.000000,0.972119,0.952787,0.001552,-0.039319,0.040072,0.000371
429,1,A02,1.000000,0.941187,0.900894,0.097393,-0.004494,0.015624,-0.028903
430,1,A05,1.000000,0.951140,0.886170,0.051890,0.013135,0.007600,-0.050105
431,1,A03,1.000000,0.979862,0.959603,0.012186,0.000543,0.041485,-0.030320
432,1,A03,1.000000,0.987600,0.960944,0.056160,-0.029469,0.042061,-0.017920
433,1,A03,1.000000,0.964516,0.918987,0.011198,-0.023034,0.065929,-0.019405
434,1,A06,1.000000,0.978687,0.959965,0.010593,0.056357,-0.035124,-0.050422
435,1,A02,1.000000,0.985566,0.960763,0.038564,-0.001104,-0.014977,-0.028092
436,1,A05,1.000000,0.953722,0.894648,-0.018260,0.048800,-0.027367,-0.039077
