comparison,feature,n_laugh,n_speech,mean_laugh,mean_speech,median_laugh,median_speech,mannwhitney_u,p_value,rank_biserial_laugh_gt_speech
laugh-vs_minus_speech-asv-bona,C_layer12,300,300,-177.87989756132603,-180.96763607546634,-178.96868839617477,-181.43081937658746,57213.0,8.807064390682219e-09,0.2714000000000001
laugh-vs_minus_speech-asv-bona,T_layer9,300,300,0.8017251346675144,0.8339466176624841,0.8010341087067435,0.8332916686063951,21124.0,2.4329463712006327e-29,-0.5305777777777778
laugh-vs_minus_speech-asv-bona,mean_cos_dist_layer12,300,300,0.1804105146796856,0.1766340603706488,0.18012345300802163,0.17558424866010688,48354.0,0.11421240371392037,0.07453333333333334
laugh-vs_minus_speech-asv-bona,n_frames,300,300,211.17,168.69,190.5,159.0,56878.5,2.204176100787583e-08,0.2639666666666667
