mlaad_eer,itw_eer,itw_FPR,itw_FNR,itw_acc,itw_bal,cond,seed,train_s
0.245,0.376,0.6543333333333333,0.14,0.6028333333333333,0.6028333333333333,robust_goat (ref),-1,0.0
0.2275,0.4116666666666666,0.6186666666666667,0.235,0.5731666666666667,0.5731666666666666,none,42,384.8
0.2666666666666667,0.44999999999999996,0.7206666666666667,0.10266666666666667,0.5883333333333334,0.5883333333333334,none,123,388.1
0.30333333333333334,0.44233333333333336,0.5463333333333333,0.32066666666666666,0.5665,0.5665,broad,42,383.8
0.2716666666666666,0.3523333333333334,0.6496666666666666,0.10633333333333334,0.622,0.622,broad,123,382.5
0.2316666666666667,0.4716666666666667,0.7013333333333334,0.18866666666666668,0.555,0.5549999999999999,causal,42,556.2
0.3141666666666667,0.44433333333333336,0.7293333333333333,0.15133333333333332,0.5596666666666666,0.5596666666666668,causal,123,562.9
