epoch,step,train-acc,train-auc,train-aug_loss,train-clip_loss,train-cls_loss,train-eer,train-loss,val-acc,val-auc,val-aug_loss,val-clip_loss,val-cls_loss,val-eer,val-loss
0,516,,,,,,,,0.5247971415519714,0.7469543814659119,0.0,0.039364732801914215,1.7723788022994995,0.3113916516304016,1.7920618057250977
0,516,0.8002901077270508,0.8831586837768555,0.01749730482697487,0.13359679281711578,0.42760908603668213,0.20181770622730255,0.5031558871269226,,,,,,,
1,1033,,,,,,,,0.5261496901512146,0.7370119094848633,0.0,0.04889555275440216,1.8725793361663818,0.31913134455680847,1.8970270156860352
1,1033,0.8058027029037476,0.889971137046814,0.015730764716863632,0.05895686894655228,0.414375901222229,0.19454650580883026,0.45171937346458435,,,,,,,
2,1550,,,,,,,,0.5725879073143005,0.773570716381073,0.0,0.043798040598630905,1.6183148622512817,0.292355477809906,1.6402138471603394
2,1550,0.8209864497184753,0.897798478603363,0.014044034294784069,0.045742154121398926,0.4020576775074005,0.18169504404067993,0.4319503903388977,,,,,,,
3,2067,,,,,,,,0.579801619052887,0.7482447624206543,0.0,0.027858542278409004,1.1689307689666748,0.3171325623989105,1.182860016822815
3,2067,0.8227272629737854,0.9019740223884583,0.014849974773824215,0.035709019750356674,0.39373183250427246,0.17942768335342407,0.4190112352371216,,,,,,,
4,2584,,,,,,,,0.5761947631835938,0.7364664077758789,0.0,0.021071579307317734,1.3358690738677979,0.3252179026603699,1.3464049100875854
4,2584,0.8232108354568481,0.9047199487686157,0.013192442245781422,0.031208490952849388,0.38809072971343994,0.17865429818630219,0.41029092669487,,,,,,,
