epoch,step,train-acc,train-auc,train-aug_loss,train-clip_loss,train-cls_loss,train-eer,train-loss,val-acc,val-auc,val-aug_loss,val-clip_loss,val-cls_loss,val-eer,val-loss
0,516,,,,,,,,0.5459873676300049,0.7220381498336792,0.0,0.05435975641012192,1.5139471292495728,0.34535616636276245,1.5411269664764404
0,516,0.8012572526931763,0.8835445642471313,0.01779996231198311,0.09913899004459381,0.4265744388103485,0.19927793741226196,0.485044002532959,,,,,,,
1,1033,,,,,,,,0.631199300289154,0.7614846229553223,0.0,0.04156487435102463,1.1096014976501465,0.30946800112724304,1.1303842067718506
1,1033,0.8144100308418274,0.8920281529426575,0.015954207628965378,0.04932180419564247,0.4107876121997833,0.18961960077285767,0.4434257745742798,,,,,,,
2,1550,,,,,,,,0.5811541676521301,0.7643337249755859,0.0,0.02792295627295971,1.4016422033309937,0.3077847957611084,1.4156039953231812
2,1550,0.8172147274017334,0.8971262574195862,0.014784006401896477,0.04190836101770401,0.402224600315094,0.18288201093673706,0.43057093024253845,,,,,,,
3,2067,,,,,,,,0.6807935237884521,0.774444043636322,0.0,0.02271687611937523,0.9055970311164856,0.29936879873275757,0.9169554710388184
3,2067,0.8257253170013428,0.9034761190414429,0.013326646760106087,0.031144563108682632,0.3897269666194916,0.17473888397216797,0.41196250915527344,,,,,,,
4,2584,,,,,,,,0.5870153307914734,0.7690943479537964,0.0,0.026143303140997887,1.23672616481781,0.2998196482658386,1.2497975826263428
4,2584,0.8255318999290466,0.9064227938652039,0.013205105438828468,0.026622597128152847,0.385440468788147,0.1760154664516449,0.40535464882850647,,,,,,,
