epoch,train_loss,val_loss,val_eer,val_acc,val_auc,val_tpr,val_tnr,val_fpr,val_fnr
0,0.7700204849243164,0.5317742824554443,0.13333334028720856,0.800000011920929,0.9335111379623413,0.6133333444595337,0.9866666793823242,0.013333333656191826,0.3866666555404663
1,0.4354100525379181,0.50870281457901,0.11999999731779099,0.8600000143051147,0.9502221941947937,0.746666669845581,0.9733333587646484,0.02666666731238365,0.25333333015441895
2,0.44655677676200867,0.3724983334541321,0.09333333373069763,0.8999999761581421,0.9422222971916199,0.8799999952316284,0.9200000166893005,0.07999999821186066,0.11999999731779099
3,0.2608320713043213,0.9050107002258301,0.1599999964237213,0.7799999713897705,0.900444507598877,0.5866666436195374,0.9733333587646484,0.02666666731238365,0.41333332657814026
