n_paired_aug_spoof,mean_l2_shift,mean_cos_base_aug,mean_proj_along_w_base,mean_proj_along_w_aug,mean_delta_along_w,frac_moved_toward_bona_along_w,mean_orth_to_w_base,mean_orth_to_w_aug,mean_delta_orth_to_w,ratio_abs_delta_along_w_to_delta_orth,mean_cos_dist_to_bona_base,mean_cos_dist_to_bona_aug,mean_delta_cos_dist_to_bona,pearson_r_deltaW_deltaScore,pearson_p_deltaW_deltaScore,spearman_r_deltaW_deltaScore,spearman_p_deltaW_deltaScore
105,85.27105976286389,0.22605801523618754,20.086832173665364,26.21767474242619,6.130842568760826,0.3904761904761905,31.533618527367,79.10813838413783,47.574519856770834,0.29711892429281106,0.9840259128760191,1.031998118842464,0.04797220596644495,0.19657811546220755,0.04444496742781046,0.13535144101181837,0.16861076248625417
