epoch,step,train-acc,train-auc,train-aug_loss,train-clip_loss,train-cls_loss,train-eer,train-loss,val-acc,val-auc,val-aug_loss,val-clip_loss,val-cls_loss,val-eer,val-loss
0,516,,,,,,,,0.5933273434638977,0.7707570791244507,0.0,0.047464750707149506,1.0522209405899048,0.29305681586265564,1.0759533643722534
0,516,0.7976788878440857,0.8813591003417969,0.017162103205919266,0.10580004006624222,0.4303298592567444,0.20421582460403442,0.49181094765663147,,,,,,,
1,1033,,,,,,,,0.500450849533081,0.7399085760116577,0.0,0.03399481251835823,1.7095383405685425,0.31789490580558777,1.7265361547470093
1,1033,0.809187650680542,0.8936476707458496,0.01588156819343567,0.051953185349702835,0.4091397225856781,0.19272680580615997,0.44305720925331116,,,,,,,
2,1550,,,,,,,,0.678088366985321,0.7922014594078064,0.0,0.0223444402217865,0.8002713322639465,0.2847159504890442,0.8114432692527771
2,1550,0.8117021322250366,0.8943889141082764,0.013848886825144291,0.04589307680726051,0.4081334173679352,0.18797138333320618,0.43800458312034607,,,,,,,
3,2067,,,,,,,,0.5266005396842957,0.7252945303916931,0.0,0.021514609456062317,2.154031991958618,0.34445446729660034,2.1647891998291016
3,2067,0.817988395690918,0.8986907005310059,0.013470085337758064,0.027456609532237053,0.39936432242393494,0.18426141142845154,0.41982775926589966,,,,,,,
4,2584,,,,,,,,0.580252468585968,0.8007209300994873,0.0,0.021840279921889305,1.6126129627227783,0.2804328203201294,1.6235332489013672
4,2584,0.8249516487121582,0.9056975841522217,0.01314999908208847,0.028484396636486053,0.385923832654953,0.17940038442611694,0.4067409336566925,,,,,,,
