mlaad_eer,itw_eer,itw_FPR,itw_FNR,itw_acc,itw_bal,cond,train_s
0.25416666666666665,0.37783333333333335,0.669,0.14466666666666667,0.5931666666666666,0.5931666666666666,frozen (ref),
0.2866666666666666,0.35816666666666663,0.7083333333333334,0.10666666666666667,0.5925,0.5925,adapter λ=0.0,143.8
0.31333333333333335,0.45366666666666666,0.7026666666666667,0.208,0.5446666666666666,0.5446666666666666,adapter λ=1.0,566.5
