winner,rho_discovery,rho_confirm,p_confirm
sd_along,0.6476084538375974,0.565725806451613,0.0009105439605025415
rog_L0,0.5635150166852058,0.39274193548387104,0.028852006245988427
sd_along,0.621357063403782,0.5947580645161291,0.0004176616332491363
sd_along,0.6231368186874304,0.5842741935483872,0.0005581059889551699
mu_norm_L12,0.5728587319243604,0.1092741935483871,0.5584350923614545
sd_along,0.6436040044493881,0.5387096774193548,0.0017683180294158951
sd_along,0.6057842046718577,0.590725806451613,0.00046746993386774456
sd_along,0.593325917686318,0.5866935483870969,0.0005224492288080065
sd_along,0.5568409343715239,0.5903225806451613,0.0004727279367623175
sd_along,0.56440489432703,0.5528225806451614,0.0012589209649930084
rog_L0,0.6444938820912125,0.18508064516129033,0.3188691450129383
sd_along,0.6422691879866518,0.5205645161290323,0.00268011592089785
sd_along,0.6516129032258065,0.563709677419355,0.0009586544255454401
sd_along,0.6551724137931034,0.503225806451613,0.00390599519313091
sd_along,0.7312569521690767,0.3778225806451614,0.03612082368882216
sd_along,0.6195773081201335,0.5774193548387098,0.0006710450909207813
vel_entropy_L9,0.6938820912124583,0.06088709677419355,0.744896584140021
sd_along,0.7481646273637375,0.36330645161290326,0.04454614728097123
sd_along,0.696551724137931,0.4750000000000001,0.006929075214598532
sd_along,0.592880978865406,0.5415322580645162,0.0016540900991739809
sd_along,0.7419354838709676,0.4758064516129033,0.006820952377219746
sd_along,0.7833147942157953,0.3713709677419355,0.039690801012647874
top1_frac_L9,0.47141268075639603,0.2717741935483871,0.1391422136321092
sd_along,0.48609566184649605,0.6520161290322581,7.067018657934322e-05
sd_along,0.6017797552836485,0.5306451612903227,0.0021333126735382573
vel_entropy_L9,0.6106785317018909,0.031854838709677424,0.8649199545149776
sd_along,0.5314794215795328,0.6544354838709678,6.502992748745868e-05
sd_along,0.6538375973303671,0.5540322580645162,0.0012219341801767859
sd_along,0.5546162402669632,0.567741935483871,0.0008645637978923987
sd_along,0.6271412680756396,0.5673387096774194,0.000873593305829856
top1_frac_L9,0.49365962180200224,0.29838709677419356,0.1030033808687638
sd_along,0.6422691879866518,0.4875,0.005407224307021956
sd_along,0.6378197997775306,0.5701612903225807,0.0008120864260345733
sd_along,0.6338153503893215,0.5661290322580645,0.000901180115435121
sd_along,0.5127919911012235,0.7048387096774194,9.570494620963599e-06
sd_along,0.6329254727474972,0.522983870967742,0.0025388941064868093
sd_along,0.6235817575083425,0.5020161290322581,0.004007111447569066
sd_along,0.6476084538375974,0.5173387096774195,0.0028789463367107884
sd_along,0.43670745272525024,0.6891129032258065,1.8118529767370056e-05
sd_along,0.5657397107897664,0.6467741935483872,8.44173422004109e-05
twonn_id_L9,0.5301446051167964,0.22137096774193551,0.23138080743046993
vel_entropy_L9,0.517686318131257,0.21008064516129035,0.2566571759390197
sd_along,0.5630700778642936,0.6318548387096775,0.0001375438192293269
rog_L0,0.6622914349276974,0.07379032258064516,0.6932102605295571
vel_entropy_L9,0.7050055617352614,0.07177419354838711,0.7012044094745088
vel_entropy_L9,0.6671857619577308,0.022580645161290325,0.9040297757655772
sd_along,0.539043381535039,0.6245967741935484,0.00017284458966362534
