metric,value
cos_bona_w,0.015244475020006861
cos_bona_dd,0.4447127874843743
cos_spoof_dd,-0.0682210037130763
slide_bona,1.056911696094405
slide_spoof,0.8810312239880078
rho_maha_logit,-0.29929184607197606
rho_maha_logit_bona,-0.34472961474773495
r_w_logit,0.36458543183738595
auc_w_mla,0.888563397612316
cos_null95,0.049651290515384194
maha_itw_bona_med,51.52874004217011
maha_itw_spoof_med,45.16251217925088
maha_ref,44.02428160211771
