system,label,rms,s_along,s_orth,logit,vel_entropy_L12,vel_entropy_L9,mu_norm_L12,rog_L12,vel_mean_L12,vel_mean_L0,rog_L0,sd_along,hard_main,hard_s42,hard_s1024,hard_shared
Supertonic|en,1.0,0.052161455,5.638656854629517,24.21181011199951,9.045785903930664,2.7890320684581993,2.808648457674048,4.045831203460693,10.841621398925781,6.904324531555176,4.947021007537842,5.502135992050171,2.442316080543696,0.025468061674008835,0.021613436123347984,0.04191905286343611,0.029666850220264312
Veena|en,1.0,0.074206725,8.715733528137207,24.70944595336914,7.945101499557495,2.8402646516680985,2.8132633396683255,3.8908694982528687,10.955581188201904,7.274852752685547,4.8526647090911865,5.427932500839233,1.1289811976183672,0.02312775330396477,0.02760187224669608,0.033246145374449254,0.02799192364170337
VoxCPM-0.5B|en,1.0,0.1049612,6.903702259063721,25.368690490722656,4.206507682800293,2.813403785997036,2.7770436097823463,4.257038116455078,10.71312141418457,7.281639099121094,5.037354469299316,5.376209735870361,4.048892442768293,0.3828768435165678,0.40653131583987745,0.316079295154185,0.36849581817021004
VoxCPM-1.5|en,1.0,0.045074873,5.962121486663818,27.22974681854248,3.621412515640259,2.7839692126349496,2.785991843139225,4.1994898319244385,10.714728355407717,7.064130783081055,4.872857093811035,5.322565317153931,5.137057896727151,0.4308527375707992,0.4436752674638137,0.45563247325361866,0.44338682609607716
Voxtream|en,1.0,0.0436093,6.419244766235352,25.27266788482666,5.049452066421509,2.827177803526414,2.7843601542861656,4.1257665157318115,10.812796115875244,6.844719409942627,4.630691766738892,5.271251916885376,3.18654802491226,0.2083945178658836,0.22008076358296624,0.26480665687714144,0.23109397944199708
WhisperSpeech|en,1.0,0.03853994,6.6286115646362305,24.26854705810547,4.7904052734375,2.7758096845609117,2.766459669854952,3.968442916870117,10.857751846313477,6.421794891357422,4.589755535125732,5.246978282928467,3.3702435206202295,0.27155443675267465,0.26329452485840155,0.2533564086427522,0.2627351234179428
ZipVoice|en,1.0,0.054424226,5.8749024868011475,28.22160530090332,3.136168122291565,2.8406933430336228,2.8027306760991815,4.303914785385132,10.671852111816406,6.180873870849609,4.0958172082901,5.309781074523926,4.144980982054404,0.44374082232011747,0.4526431718061674,0.42088839941262846,0.4390907978463045
e2-tts|en,1.0,0.13827983,7.291589021682739,25.13148593902588,3.9575949907302856,2.7773238630327794,2.808373048818587,4.0870819091796875,10.643442153930664,7.145334005355835,5.035886287689209,5.431242942810059,2.724092606280444,0.2966685022026432,0.2843474669603525,0.2652808370044053,0.28209893538913366
f5-tts|en,1.0,0.114476085,6.95991325378418,24.889596939086914,4.5282063484191895,2.8188721763300424,2.7718314129827912,4.127907752990723,10.699174880981444,7.213949680328369,5.343989372253418,5.520930290222168,2.7808204786510915,0.2774682560248769,0.24740865509199272,0.29994817310183985,0.2749416947395698
facebook_mms-tts-eng|en,1.0,0.12620567,5.328482151031494,24.053205490112305,7.330497741699219,2.750520246444001,2.7752786542882717,4.095799684524536,10.833735942840576,7.199538946151733,5.373116731643677,5.482517242431641,0.6835580038498064,0.06662995594713661,0.08333333333333337,0.03964757709251099,0.063203622124327
griffin_lim|en,1.0,0.04668491,0.5739961862564087,24.207353591918945,4.169805526733398,2.824010894625553,2.769846625583492,4.1155924797058105,10.873767852783203,7.220097541809082,4.910116672515869,5.378880500793457,3.055433783148957,0.31108663729809105,0.33392070484581504,0.37173274596182093,0.338913362701909
kokoro|en,1.0,0.052017234,6.102680206298828,23.33556365966797,7.896181106567383,2.793713421917712,2.788831348705219,4.136082172393799,10.804412841796877,7.21855354309082,5.024941444396973,5.433245658874512,2.3164044303526934,0.05958729422675635,0.08938094134013441,0.05680500811500122,0.06859108122729733
microsoft_speecht5_tts|en,1.0,0.06464636,5.371455907821655,25.15576934814453,4.56292724609375,2.7611966040591787,2.8106847627320395,4.3010618686676025,10.833869934082031,6.681118726730347,4.505805969238281,5.068909406661987,2.7982578399938354,0.2957048458149779,0.38289280469897213,0.27120044052863435,0.31659936368086145
minimax_speech-02-turbo|en,1.0,0.052193657,9.257560729980469,24.94652557373047,7.089471817016602,2.7737009596426137,2.77611473454031,4.270069122314453,10.806988716125488,7.374081134796143,5.170248508453369,5.446877956390381,1.6423186346949308,0.07228674409291158,0.11053263916700051,0.07148578293952734,0.08476838873314647
minimax_speech-2.6-hd|en,1.0,0.06737392,8.268271923065186,25.468287467956543,7.793381452560425,2.8027745745653725,2.754178105003965,4.076373815536499,10.659433841705322,6.792675018310547,4.891308784484863,5.496124267578125,2.0222636031287142,0.0875550660792952,0.14023494860499253,0.07782672540381785,0.10187224669603519
optispeech|en,1.0,0.13670394,8.1193265914917,24.238969802856445,7.7489354610443115,2.7649383701059076,2.7181844973349163,4.311245441436768,10.77571725845337,7.6540820598602295,5.4487316608428955,5.47693943977356,2.019046928382353,0.1229546884833228,0.14309314033983633,0.06206733794839525,0.10937172225718479
orpheus-tts-0.1-finetune|en,1.0,0.08872112,9.06643295288086,24.1080379486084,9.005122184753418,2.8035344340055777,2.776401691430669,4.022398471832275,10.895944595336914,7.184027671813965,4.70206356048584,5.428250789642334,2.0276189453982294,0.00740889066880257,0.017120544653584258,0.06417701241489782,0.029568815912428215
parler_tts_large_v1|en,1.0,0.114202306,5.790503263473511,24.373665809631348,7.041105508804321,2.7710717232409907,2.792756690561858,3.957117438316345,10.894604682922363,7.692137956619263,5.4432361125946045,5.485454082489014,2.2205293322552033,0.07701384518565135,0.05483008181246063,0.049323473882945224,0.060389133627019066
parler_tts_mini_v0.1|en,1.0,0.107610375,6.101119518280029,24.414806365966797,8.61584758758545,2.790156951924675,2.7671151972126027,3.843485116958618,10.960885047912598,7.509432315826416,5.19406795501709,5.441897869110107,2.645606243660498,0.07715729463591614,0.07637989116351385,0.0492355532521378,0.06759091301718927
sesame_csm|en,1.0,0.03767645,4.645083904266357,30.06770896911621,7.039705753326416,2.745165627671927,2.757038160095238,4.046821117401123,10.859954833984377,6.138850212097168,4.796894073486328,5.110363006591797,2.5820075283939663,0.15791257200948827,0.1970518468315825,0.20891223314130802,0.18795888399412627
suno_bark-small|en,1.0,0.040381085,5.640089273452759,30.30503749847412,5.761171579360962,2.8113290951094783,2.7825940235883184,4.038486361503601,10.757673263549805,6.072021245956421,4.394406080245972,5.1884765625,2.3119703568945864,0.1820327249842667,0.22891755821271242,0.09015103838892391,0.1670337738619677
suno_bark|en,1.0,0.050702676,6.380067825317383,35.43715476989746,7.159234046936035,2.7887676354892172,2.780864907405349,4.438946008682251,10.560442447662354,5.990673303604126,4.29846453666687,5.153808355331421,1.7100250726906185,0.08708307111390812,0.17707677784770304,0.11013215859030834,0.1247640025173065
vixTTS|en,1.0,0.045220695,7.828399658203125,24.700190544128418,6.211709260940552,2.7698494010234675,2.7354848323431398,3.7593358755111694,10.97495412826538,7.279912233352661,5.011523962020874,5.349204063415527,1.952383348626605,0.10882433920704848,0.1503992290748899,0.09498898678414103,0.11807085168869313
