system,eer,auc,acc,bal_acc,n_spoof
Index-TTS-1.5,0.6618942731271961,0.2752569750367107,0.9837486457204767,0.5,15
Spark-TTS-0.5B,0.6249999999999998,0.274022577092511,0.9826839826839827,0.5,16
FireRedTTS-2.0,0.5624999999997616,0.4056993392070485,0.022727272727272728,0.5027533039647577,16
Index-TTS-2.0,0.5294117647058824,0.4816014511531485,0.9632432432432433,0.5483609743456854,17
Higgs-Audio-V2,0.5217391304347826,0.4504405286343613,0.8882921589688507,0.5613388239800805,23
ZipVoice,0.5,0.48660058737151246,0.7184782608695652,0.6106828193832599,12
VoxCPM-1.5,0.49669603524158246,0.4972466960352423,0.613882863340564,0.5578193832599119,14
Microsoft VibeVoice 1.5B,0.46255506607932007,0.6084378176889189,0.9576547231270358,0.6373263300576075,13
Openaudio-S1-Mini,0.4625550660789848,0.5177092511013216,0.5294748124330118,0.5637665198237886,25
f5-tts,0.4625550660781494,0.5454781031355274,0.3816216216216216,0.5984387146929256,17
Step-Audio-EditX,0.45454545454545453,0.6794152983580297,0.8683351468988031,0.6639467360832999,11
e2-tts,0.44162995594795534,0.5817042951541851,0.895021645021645,0.6395925110132159,16
griffin_lim,0.4383259911889903,0.5977973568281938,0.5579631635969664,0.611417033773862,15
VoxCPM-0.5B,0.43061674008763084,0.5499904232905574,0.6917293233082706,0.6088871863627657,23
Chatterbox,0.42857142857130065,0.564977973568282,0.48698481561822127,0.598882945248584,14
microsoft_speecht5_tts,0.41666666666696023,0.6526248164464024,0.7445652173913043,0.6650146842878121,12
OuteTTS,0.4090909090910057,0.6232478974769724,0.7365591397849462,0.6654985983179815,22
Voxtream,0.4074889867846415,0.6112946647087616,0.5853131749460043,0.6251835535976504,18
FishTTS,0.4000000000000001,0.6656387665198238,0.8981581798483207,0.6531938325991189,15
sesame_csm,0.39647577092520897,0.716875635377838,0.4820846905537459,0.6994239240935276,13
WhisperSpeech,0.38095238095221634,0.6643591357247745,0.7265877287405813,0.6508023914411579,21
Llasa-8B,0.3799559471361755,0.7030714635340186,0.6090712742980562,0.6917523250122369,18
SoulX-Podcast,0.3755506607926693,0.6208700440528634,0.7380434782608696,0.6617107195301029,12
Mars5,0.37500000000000006,0.692318281938326,0.5227272727272727,0.6957599118942731,16
NeuTTS-Air,0.37499999999999994,0.6530837004405285,0.6958874458874459,0.661068281938326,16
vixTTS,0.3749999999999704,0.7644548458149779,0.9318181818181818,0.7504129955947136,16
MiniCPM-o-2.6,0.33480176211422324,0.7317731277533039,0.5592672413793104,0.701431718061674,20
Qwen2.5-Omni,0.3171806167415781,0.7282095657646319,0.7613882863340564,0.70303650094399,14
Llasa-1B-Multilingual,0.3125000000000023,0.774022577092511,0.9404761904761905,0.754818281938326,16
Nari Dia2,0.30286343612416533,0.7284741690028034,0.6561479869423286,0.736183420104125,11
Microsoft VibeVoice Large,0.29411764705882126,0.7583570873283234,0.7037837837837838,0.7336745270795543,17
OpenVoiceV2,0.29185022026512786,0.7548458149779737,0.6977248104008668,0.7480176211453744,15
Metavoice-1B,0.2857142857142857,0.7783983637507866,0.6963123644251626,0.7403241032095658,14
suno_bark-small,0.27863436123196994,0.8064820641913153,0.7223427331887202,0.7535399622404028,14
Kani-TTS-370M,0.27272727272727265,0.7862434921906287,0.5484221980413493,0.7714757709251101,11
Nari Dia-1.6B,0.27272727272726766,0.8387064477372848,0.8106637649619152,0.76947336804165,11
Edge-TTS,0.2698237885464331,0.823910915320607,0.7131952017448201,0.8001713166911404,9
MatchaTTS,0.23568281938330735,0.8896475770925111,0.6535947712418301,0.8248898678414097,10
DeepGram,0.23237885462574479,0.8321096426823299,0.7208287895310797,0.8040259422418012,9
RVC,0.23017621145480754,0.8225298930144745,0.7700650759219089,0.7777690371302706,14
minimax_speech-02-turbo,0.2301762114523185,0.8614337204645575,0.7704026115342764,0.794002803364037,11
parler_tts_mini_v1,0.22577092511132288,0.8948237885462555,0.7658643326039387,0.88215859030837,6
MeloTTS,0.2224669603519737,0.8458149779735683,0.7785016286644951,0.8118434429007116,13
suno_bark,0.2147577092511217,0.8899465072372561,0.735357917570499,0.8656387665198237,14
parler_tts_large_v1,0.21428571428572482,0.8930931403398363,0.940347071583514,0.8642227816236627,14
MegaTTS3,0.21428571428568943,0.8901038388923852,0.9219088937093276,0.8548615481434865,14
Kyutai-TTS,0.21052631578944866,0.9120681660097381,0.7443365695792881,0.8437282633897518,19
Marvis-TTS,0.2000000000000011,0.8964757709251101,0.7842278203723987,0.8915198237885462,5
minimax_speech-2.6-hd,0.19933920704997618,0.9172173274596183,0.717391304347826,0.8568281938325991,12
kokoro,0.19273127753267488,0.8858103408300486,0.7799352750809061,0.8361349408764202,19
optispeech,0.18502202643082322,0.9010383889238515,0.9023861171366594,0.8449496538703587,14
parler_tts_mini_v0.1,0.17647058823529688,0.8955040165846074,0.8540540540540541,0.8390774812127494,17
Supertonic,0.171806167400201,0.9198788546255507,0.7878787878787878,0.8613711453744494,16
