system,eer,auc,acc,bal_acc,n_spoof
facebook_mms-tts-eng,0.16666666666666893,0.9044909446891826,0.7948164146868251,0.8409202153695545,18
Ringg Squirrel TTS v1.0,0.16666666666666666,0.9226627508565834,0.9438444924406048,0.8624571708272148,18
Maya1 TTS,0.15528634361142962,0.920704845814978,0.8043243243243243,0.8714692925628401,17
"Resemble.ai (April 12th, 2025)",0.14867841409665827,0.9285364659813999,0.8520518358531317,0.8701052373959863,18
Kitten-TTS-Nano-0.2,0.12499999999999997,0.9609030837004406,0.9177489177489178,0.8967511013215859,16
Cartesia.ai (Sonic-3),0.09090909090909588,0.9322186623948738,0.9216539717083787,0.915448538245895,11
orpheus-tts-0.1-finetune,0.09090909090909065,0.9806768121746096,0.9064200217627857,0.9526431718061674,11
Kitten-TTS-Nano-0.1,0.08149779735790931,0.9817495280050346,0.89587852494577,0.947136563876652,14
Indri-TTS-0.1,0.07819383259947968,0.966881686595343,0.8665943600867679,0.9322687224669604,14
Veena,0.06277533039699926,0.9734306167400881,0.8777056277056277,0.9377753303964758,16
