system,C,T,baseline_eer,model_eer,d_eer,baseline_auc,model_auc,d_auc,d_bal_acc,d_acc,eer_improved,auc_corroborated
Indri-TTS-0.1,-11.05397,2.73531,0.0814977973582911,0.08333333333314316,0.0018355359748520594,0.9693989930774072,0.9636563876651983,-0.005742605412208834,-0.006607929515418665,-0.013015184381778844,False,False
orpheus-tts-0.1-finetune,-11.16202,2.73997,0.0909090909090912,0.09694967294099383,0.006040582031902622,0.947436924309171,0.959885195568015,0.012448271258843957,0.011663996796155152,-0.006528835690968404,False,False
Supertonic,-11.13805,2.78536,0.125,0.13124082231954667,0.006240822319546674,0.969920154185022,0.9436719897209986,-0.026248164464023338,-0.025055066079295307,-0.0894660894660898,False,False
VoxCPM-0.5B,-10.66426,2.74095,0.4140969162984599,0.42466321905150367,0.010566302753043766,0.6096533231181767,0.5846261891080892,-0.025027134010087493,-0.002936857562408135,-0.005728607232366567,False,False
Maya1 TTS,-10.7007,2.72062,0.1764705882351814,0.18901701649792557,0.012546428262744158,0.8826768592899714,0.8882914399239873,0.0056145806340158755,-0.014792260516541367,-0.04792792792792788,False,False
OpenVoiceV2,-11.36205,2.6472,0.2621145374449449,0.27506118453282036,0.012946647087875462,0.7904552129221734,0.7649045521292218,-0.02555066079295154,-0.006412139011257922,-0.055615745756590784,False,False
Qwen2.5-Omni,-11.10027,2.65093,0.280837004404946,0.2962030627234103,0.01536605831846427,0.7711611076148521,0.7588367946297462,-0.012324312985105945,-0.03741871197818336,-0.21221981200289242,False,False
Microsoft VibeVoice 1.5B,-11.06696,2.72165,0.3846153846153616,0.40390263187564424,0.019287247260282636,0.646645205015249,0.6546933242968485,0.00804811928159943,0.0013695922286230955,0.0774520448787549,False,False
minimax_speech-02-turbo,-11.02915,2.74086,0.1818181818181817,0.20631424375836319,0.024496061940181474,0.932819383259912,0.9005473234548126,-0.032272059805099396,-0.014650914430650142,-0.14726151614073268,False,False
facebook_mms-tts-eng,-11.25166,2.6995,0.1024229074873087,0.12962962962963057,0.027206722142321865,0.9626162506118452,0.9358990047316039,-0.02671724588024127,-0.03110213737967038,-0.04319654427645769,False,False
VoxCPM-1.5,-11.05028,2.80275,0.4779735682815185,0.505454164044495,0.027480595762976456,0.5553807426054123,0.5106461086637298,-0.04473463394168242,-0.03749737780574791,-0.12002892263195952,False,False
parler_tts_mini_v1,-11.02714,2.73203,0.1420704845810204,0.17046010768478803,0.028389623103767636,0.9449339207048458,0.9030225159079786,-0.04191140479686728,-0.02906265296133137,-0.0029175784099197966,False,False
WhisperSpeech,-11.26201,2.76802,0.3809523809525412,0.409709111250865,0.028756730298323818,0.6815082861338368,0.6336794629746171,-0.04782882315921977,-0.018503950772673305,-0.11194833153928951,False,False
Kyutai-TTS,-11.10458,2.69058,0.1541850220255072,0.18411391915954844,0.029928897134041232,0.9363552051936008,0.922598346085478,-0.013756859108122854,-0.05623502589071794,-0.05969075871988494,False,False
MiniCPM-o-2.6,-10.42072,2.73015,0.3303964757709247,0.3618208516888797,0.031424375917954994,0.7543502202643172,0.6960168869309838,-0.05833333333333335,-0.05675477239353888,-0.14295977011494243,False,False
Microsoft VibeVoice Large,-11.20791,2.80826,0.2352941176470588,0.26690852552423994,0.031614407877181144,0.8701736201088366,0.8053899974086551,-0.06478362270018145,-0.056070225447006905,0.003243243243243321,False,False
Kitten-TTS-Nano-0.1,-11.27775,2.68213,0.0495594713653781,0.08186490455246924,0.03230543318709114,0.9904027690371304,0.981565974407384,-0.008836794629746403,-0.023311306901615203,-0.045914678235719375,False,False
