system,eer,auc,acc,bal_acc,n_spoof
VoxCPM-1.5,0.5714285714281808,0.5221050975456262,0.8470715835140998,0.6058842039018251,14
Index-TTS-1.5,0.5671806167389511,0.40690161527165936,0.9349945828819068,0.5080029368575625,15
FireRedTTS-2.0,0.5625000000000115,0.3647439427312775,0.025974025974025976,0.5044052863436124,16
Spark-TTS-0.5B,0.5624999999997616,0.36591409691629956,0.025974025974025976,0.5044052863436124,16
f5-tts,0.5242290748897289,0.5735294117647058,0.3210810810810811,0.6253239181135009,17
Higgs-Audio-V2,0.5217391304350717,0.5350028730128328,0.9409237379162191,0.5671327331928749,23
OuteTTS,0.5,0.5592210652783342,0.832258064516129,0.5814477372847416,22
ZipVoice,0.490088105726567,0.5272577092511013,0.42391304347826086,0.5848017621145374,12
e2-tts,0.47136563876570164,0.6170154185022027,0.43506493506493504,0.6818557268722467,16
Index-TTS-2.0,0.47058823529411764,0.5958149779735682,0.2735135135135135,0.6299559471365639,17
MiniCPM-o-2.6,0.44999999999999946,0.621751101321586,0.7952586206896551,0.6508810572687225,20
Voxtream,0.4444444444444364,0.6259789525208028,0.4319654427645788,0.6286710719530103,18
Mars5,0.4374999999999992,0.635737885462555,0.7132034632034632,0.6391795154185023,16
vixTTS,0.4374999999999992,0.5845264317180617,0.3409090909090909,0.6032488986784141,16
VoxCPM-0.5B,0.43478260869547175,0.6124305688565409,0.8281417830290011,0.6152556981421183,23
WhisperSpeech,0.42857142857151437,0.5994336060415355,0.6210979547900969,0.5968376337319068,21
Metavoice-1B,0.40859030836898164,0.6126494650723726,0.43058568329718006,0.6757394587791064,14
griffin_lim,0.4000000000000001,0.6132892804698972,0.9003250270855905,0.6215124816446402,15
Openaudio-S1-Mini,0.3999999999999995,0.6616740088105726,0.36012861736334406,0.651806167400881,25
SoulX-Podcast,0.3986784140966341,0.6991556534508077,0.9315217391304348,0.677496328928047,12
Microsoft VibeVoice 1.5B,0.3846153846153846,0.682311080989495,0.7709011943539631,0.6563453066757031,13
sesame_csm,0.38461538461535855,0.6895120298203998,0.7339847991313789,0.6755337173839377,13
Nari Dia2,0.3722466960361933,0.7057468962755307,0.42981501632208924,0.6665498598317982,11
Chatterbox,0.3571428571428571,0.7000471994965387,0.5368763557483731,0.6945405915670233,14
suno_bark-small,0.35682819383160463,0.757945248584015,0.8611713665943601,0.7185336689741976,14
FishTTS,0.3491189427318817,0.6641703377386197,0.6511375947995667,0.6587738619676946,15
microsoft_speecht5_tts,0.3333333333333346,0.722466960352423,0.7456521739130435,0.7066813509544787,12
OpenVoiceV2,0.3333333333333333,0.73215859030837,0.5037919826652221,0.715014684287812,15
Llasa-8B,0.31938325991096067,0.6999510523739598,0.6814254859611231,0.701419481155164,18
RVC,0.2874449339210748,0.7381214600377597,0.7125813449023861,0.7134203901825047,14
Qwen2.5-Omni,0.285714285714296,0.7662838263058529,0.7744034707158352,0.7448080553807426,14
MegaTTS3,0.2857142857137922,0.8034140969162995,0.5553145336225597,0.7742290748898679,14
Step-Audio-EditX,0.28414096916399967,0.7576091309571487,0.6844396082698585,0.750500600720865,11
Microsoft VibeVoice Large,0.28414096916271153,0.803187354236849,0.7167567567567568,0.7691435605079036,17
"Resemble.ai (April 12th, 2025)",0.28193832599248564,0.7991923641703378,0.6943844492440605,0.7352545276554088,18
Kani-TTS-370M,0.2727272727272726,0.8545254305166199,0.8813928182807399,0.8052663195835001,11
suno_bark,0.26982378854563094,0.7689584644430459,0.7310195227765727,0.757945248584015,14
MatchaTTS,0.2632158590303625,0.8497797356828194,0.7287581699346405,0.8134361233480176,10
NeuTTS-Air,0.25440528634470616,0.7943281938325991,0.7456709956709957,0.7477973568281938,16
minimax_speech-2.6-hd,0.25,0.8190161527165932,0.9695652173913043,0.7790014684287812,12
minimax_speech-02-turbo,0.24889867841329594,0.894273127753304,0.6300326441784548,0.8127753303964758,11
Llasa-1B-Multilingual,0.23678414096791905,0.878716960352423,0.683982683982684,0.8085077092511013,16
Maya1 TTS,0.2352941176470527,0.8606504275719098,0.8767567567567568,0.8217802539518009,17
Edge-TTS,0.23348017621171227,0.8148556045031816,0.6619411123227917,0.7742902594224179,9
MeloTTS,0.23127753304112608,0.8760589630633684,0.6666666666666666,0.8309471365638766,13
optispeech,0.2142857142854495,0.9148835745752044,0.7505422993492408,0.8733480176211454,14
kokoro,0.21052631578947364,0.900011592858799,0.9611650485436893,0.8513505680500811,19
Marvis-TTS,0.20000000000031073,0.874229074889868,0.9090909090909091,0.8548458149779736,5
Nari Dia-1.6B,0.1971365638775014,0.8666399679615538,0.8030467899891186,0.8105226271525832,11
parler_tts_mini_v0.1,0.18281938326063174,0.9002980046644208,0.7502702702702703,0.843936252915263,17
parler_tts_large_v1,0.1707048458157308,0.914490245437382,0.8058568329718004,0.8662680931403399,14
parler_tts_mini_v1,0.1666666666666666,0.86784140969163,0.9201312910284464,0.8770190895741556,6
Ringg Squirrel TTS v1.0,0.16666666666665444,0.9361845325501712,0.9211663066954644,0.8781204111600587,18
Kyutai-TTS,0.15789473684237937,0.9304428472061209,0.7831715210355987,0.8635520519360074,19
Kitten-TTS-Nano-0.2,0.1250000000004952,0.96744218061674,0.9632034632034632,0.9198788546255506,16
