system,eer,auc,acc,bal_acc,n_spoof
Index-TTS-1.5,0.7333333333330727,0.29317180616740085,0.8515709642470206,0.5311674008810573,15
Spark-TTS-0.5B,0.625000000000161,0.3042400881057269,0.02813852813852814,0.5055066079295154,16
FireRedTTS-2.0,0.6090308370039353,0.3615776431718062,0.7435064935064936,0.5318006607929515,16
Higgs-Audio-V2,0.5217391304347826,0.5194886037157633,0.7969924812030075,0.5780980655046926,23
Mars5,0.5,0.5400605726872247,0.20887445887445888,0.5974669603524229,16
VoxCPM-1.5,0.5,0.5093612334801761,0.8698481561822126,0.5822844556324732,14
f5-tts,0.4705882352941175,0.5758616221819125,0.9491891891891892,0.598924591863177,17
ZipVoice,0.4625550660787272,0.572136563876652,0.5097826086956522,0.6283039647577093,12
VoxCPM-0.5B,0.4347826086957819,0.5557843325033518,0.6079484425349087,0.5871241141543766,23
Chatterbox,0.4285714285717078,0.5468848332284455,0.7396963123644251,0.6216960352422907,14
FishTTS,0.4262114537449292,0.7151982378854627,0.49512459371614304,0.6778267254038179,15
Index-TTS-2.0,0.4117647058823529,0.5871987561544441,0.46054054054054056,0.6097758486654573,17
griffin_lim,0.4000000000000001,0.5703377386196768,0.9479956663055255,0.6129588839941262,15
MiniCPM-o-2.6,0.4,0.6779185022026432,0.8114224137931034,0.6591409691629956,20
Openaudio-S1-Mini,0.39999999999995317,0.6225550660792952,0.9485530546623794,0.6234801762114537,25
OuteTTS,0.39537444933824917,0.650931117340809,0.556989247311828,0.6400680816980376,22
WhisperSpeech,0.39096916299648277,0.6350954478707782,0.7384284176533907,0.6336007971470526,21
Voxtream,0.38888888888888307,0.6599363680861479,0.5151187904967602,0.6438448360254527,18
Microsoft VibeVoice 1.5B,0.3846153846153846,0.6689257878685191,0.9435396308360477,0.6680786174178245,13
e2-tts,0.3750000000000002,0.6426211453744494,0.6753246753246753,0.6506057268722467,16
Qwen2.5-Omni,0.3571428571428575,0.703823159219635,0.9121475054229935,0.7092511013215859,14
suno_bark,0.3571428571428575,0.7216803020767778,0.9392624728850325,0.7230176211453745,14
SoulX-Podcast,0.33333333333333376,0.6848384728340675,0.8239130434782609,0.7463289280469897,12
Llasa-8B,0.33333333333332327,0.7497552618697992,0.7548596112311015,0.7116372980910426,18
vixTTS,0.31250000000000006,0.7881332599118942,0.5043290043290043,0.7477973568281938,16
sesame_csm,0.3076923076919716,0.7632158590308369,0.7687296416938111,0.7310657404269739,13
Kani-TTS-370M,0.306167400881798,0.7664197036443732,0.8628944504896626,0.75100120144173,11
Metavoice-1B,0.2984581497808053,0.7212083071113908,0.6062906724511931,0.7649465072372561,14
MegaTTS3,0.2857142857137922,0.8172592825676526,0.5303687635574837,0.7615638766519823,14
RVC,0.2764317180609176,0.7929515418502203,0.586767895878525,0.7550346129641283,14
minimax_speech-2.6-hd,0.27312775330537487,0.7561490455212923,0.9510869565217391,0.8107562408223201,12
Nari Dia2,0.2727272727273076,0.7419903884661594,0.7323177366702938,0.729825790949139,11
Step-Audio-EditX,0.2727272727272727,0.7921505806968362,0.6115342763873776,0.7585102122547056,11
Nari Dia-1.6B,0.27272727272726877,0.8219863836603925,0.5484221980413493,0.7714757709251101,11
microsoft_speecht5_tts,0.25000000000025513,0.7297173274596183,0.7728260869565218,0.7615638766519823,12
NeuTTS-Air,0.24889867841377977,0.7929515418502203,0.7521645021645021,0.7818006607929515,16
suno_bark-small,0.2444933920707505,0.8235525487728131,0.613882863340564,0.803964757709251,14
OpenVoiceV2,0.23348017621058398,0.8111600587371512,0.7670639219934995,0.7832599118942731,15
"Resemble.ai (April 12th, 2025)",0.22222222222222224,0.8474057758198728,0.8434125269978402,0.8112457170827214,18
Edge-TTS,0.22222222222222215,0.838595203132648,0.7622682660850599,0.8249510523739598,9
MatchaTTS,0.2213656387679142,0.8737885462555066,0.7527233115468409,0.8255506607929515,10
Cartesia.ai (Sonic-3),0.1818181818181834,0.893572286744093,0.763873775843308,0.8356027232679215,11
orpheus-tts-0.1-finetune,0.18181818181818182,0.8577292751301563,0.9042437431991295,0.8617340808970766,11
minimax_speech-02-turbo,0.17951541850177521,0.9057869443331998,0.8215451577801959,0.8647877452943532,11
parler_tts_mini_v0.1,0.17647058823529518,0.8855273386887795,0.9037837837837838,0.8644078776885203,17
Maya1 TTS,0.1764705882352941,0.8698497019953356,0.8291891891891892,0.8264122829748639,17
Microsoft VibeVoice Large,0.17647058823529077,0.8623995853848148,0.8432432432432433,0.833570873283234,17
Indri-TTS-0.1,0.17070484581617915,0.9251887979861548,0.7678958785249458,0.88215859030837,14
parler_tts_mini_v1,0.16666666666666669,0.8709618208516887,0.8698030634573304,0.8516886930983847,6
MeloTTS,0.1662995594714141,0.9045238902067096,0.7698154180238871,0.8453490342256862,13
kokoro,0.16519823788651272,0.9105031300718757,0.8349514563106796,0.838453512636216,19
Llasa-1B-Multilingual,0.1541850220265048,0.8931718061674009,0.8463203463203464,0.8604074889867841,16
Kyutai-TTS,0.1442731277528408,0.9485856712265244,0.8478964401294499,0.8965916995130999,19
parler_tts_large_v1,0.1428571428571444,0.9205475141598489,0.8286334056399133,0.8778319697923223,14
optispeech,0.14285714285714293,0.8868785399622404,0.9219088937093276,0.8900251730648205,14
Veena,0.12499999999999993,0.945759911894273,0.8658008658008658,0.9010187224669604,16
DeepGram,0.10022026431647503,0.9635340186000979,0.9007633587786259,0.9498898678414097,9
facebook_mms-tts-eng,0.09030837004380932,0.9620044052863437,0.9017278617710583,0.9498898678414097,18
Kitten-TTS-Nano-0.2,0.08590308370129712,0.9696448237885462,0.908008658008658,0.9531938325991189,16
Supertonic,0.08259911894325522,0.9610407488986783,0.9177489177489178,0.9274504405286343,16
Marvis-TTS,0.07599118942790306,0.974669603524229,0.9244249726177437,0.9620044052863437,5
Kitten-TTS-Nano-0.1,0.07142857142857136,0.9894587791063562,0.9240780911062907,0.961453744493392,14
