system,eer,auc,acc,bal_acc,n_spoof
Spark-TTS-0.5B,0.6249999999999997,0.32468337004405284,0.95995670995671,0.5191354625550662,16
Index-TTS-1.5,0.6167400881063398,0.33311306901615273,0.8060671722643553,0.5080396475770925,15
FireRedTTS-2.0,0.590308370044162,0.36921806167400884,0.7272727272727273,0.5235407488986784,16
VoxCPM-1.5,0.5297356828202864,0.4302234109502832,0.9761388286334056,0.565921963499056,14
Higgs-Audio-V2,0.5217391304347826,0.5180520972993679,0.8055853920515574,0.603691821490136,23
Mars5,0.4812775330394921,0.6093061674008811,0.395021645021645,0.6000825991189427,16
Index-TTS-2.0,0.45374449339100337,0.5827934698108318,0.7891891891891892,0.6040101062451413,17
OuteTTS,0.45264317180543134,0.6402683219863836,0.3849462365591398,0.6184921906287545,22
Voxtream,0.44273127753226527,0.6295276554087126,0.7073434125269978,0.6329539892315224,18
ZipVoice,0.41666666666666663,0.5900330396475771,0.525,0.6360132158590308,12
griffin_lim,0.4000000000000001,0.6066079295154185,0.6327193932827736,0.6166299559471365,15
FishTTS,0.3999999999999704,0.7362701908957415,0.9089924160346695,0.7242657856093979,15
Nari Dia2,0.3964757709262242,0.6400680816980377,0.7878128400435256,0.6681017220664798,11
SoulX-Podcast,0.39647577092485675,0.6458333333333334,0.8554347826086957,0.7211820851688693,12
WhisperSpeech,0.3931718061674241,0.7086217747010698,0.4628632938643703,0.6787025382840361,21
VoxCPM-0.5B,0.3913043478260869,0.6095575560237503,0.5349087003222341,0.6344330588009959,23
f5-tts,0.38656387665166,0.7015418502202644,0.42486486486486486,0.678187354236849,17
Microsoft VibeVoice 1.5B,0.3846153846153846,0.6947644866147069,0.9163952225841476,0.7301338529312098,13
Openaudio-S1-Mini,0.3590308370030554,0.6928193832599119,0.7202572347266881,0.6812334801762114,25
Chatterbox,0.35714285714285715,0.6229546884833228,0.8134490238611713,0.7294682190056639,14
Metavoice-1B,0.3425110132151842,0.7022498426683449,0.46637744034707157,0.7290748898678414,14
MiniCPM-o-2.6,0.3348017621127367,0.7856828193832599,0.9019396551724138,0.754295154185022,20
MegaTTS3,0.32709251101278003,0.7759597230962869,0.8199566160520607,0.7327721837633732,14
e2-tts,0.3125,0.6771062775330396,0.6493506493506493,0.6987885462555066,16
suno_bark,0.28571428571438207,0.7817809943360604,0.7776572668112798,0.7464600377595972,14
RVC,0.28571428571428326,0.8377910635619887,0.5780911062906724,0.7857929515418502,14
Qwen2.5-Omni,0.28571428571426244,0.7944461925739459,0.8600867678958786,0.7531466331025802,14
Llasa-8B,0.2777777777777643,0.8311918746940773,0.7915766738660908,0.7575868820362213,18
sesame_csm,0.25881057268849106,0.7824466282616063,0.741585233441911,0.7552100982717723,13
minimax_speech-2.6-hd,0.25000000000000006,0.8013032305433186,0.9391304347826087,0.8046989720998532,12
vixTTS,0.25,0.7993529735682818,0.6536796536796536,0.7623898678414097,16
"Resemble.ai (April 12th, 2025)",0.2488986784142974,0.8589696524718551,0.6846652267818575,0.7847528144884972,18
MeloTTS,0.23076923076923084,0.8386140291426636,0.741585233441911,0.7931209759403592,13
Step-Audio-EditX,0.2279735682810977,0.8726471766119344,0.6235038084874864,0.8094713656387665,11
Edge-TTS,0.22222222222229424,0.7929515418502203,0.88113413304253,0.8299681840430739,9
Maya1 TTS,0.22136563876575202,0.8847499352163772,0.8886486486486487,0.8278375226742679,17
suno_bark-small,0.21428571428571425,0.907488986784141,0.7559652928416486,0.840937696664569,14
Nari Dia-1.6B,0.20814977973660853,0.8710452543051661,0.7627856365614799,0.83505206247497,11
OpenVoiceV2,0.20814977973647764,0.8623348017621146,0.704225352112676,0.8168869309838473,15
microsoft_speecht5_tts,0.20594713656482663,0.7850587371512482,0.7945652173913044,0.8136930983847284,12
Kani-TTS-370M,0.200440528635059,0.7742290748898679,0.7997823721436343,0.8088706447737285,11
parler_tts_mini_v1,0.2004405286344481,0.9052863436123348,0.712253829321663,0.8551762114537445,6
MatchaTTS,0.19999999999999998,0.8708149779735683,0.8877995642701525,0.8443832599118943,10
NeuTTS-Air,0.18750000000000003,0.8039647577092511,0.8225108225108225,0.8175936123348018,16
Llasa-1B-Multilingual,0.18749999999999997,0.8609581497797357,0.8257575757575758,0.8192455947136563,16
Indri-TTS-0.1,0.18392070484448358,0.9246381371932033,0.8167028199566161,0.8717747010698553,14
minimax_speech-02-turbo,0.18181818181818182,0.9132959551461755,0.9684439608269858,0.8942230676812175,11
Marvis-TTS,0.15969162995566047,0.9334801762114537,0.8411829134720701,0.9201541850220265,5
Microsoft VibeVoice Large,0.15859030836953444,0.9138377818087587,0.8140540540540541,0.876425239699404,17
Kyutai-TTS,0.1578947368421053,0.9393113841873406,0.8996763754045307,0.8714931602133086,19
parler_tts_mini_v0.1,0.137665198237965,0.9083311738792433,0.8627027027027027,0.8723438714692926,17
facebook_mms-tts-eng,0.1111111111111123,0.9356338717572198,0.906047516198704,0.8976382770435634,18
Ringg Squirrel TTS v1.0,0.1111111111111113,0.9348996573666177,0.9438444924406048,0.9169114047968674,18
DeepGram,0.11111111111111123,0.9734459128732256,0.8571428571428571,0.927863436123348,9
Cartesia.ai (Sonic-3),0.10903083700470703,0.9305166199439328,0.8911860718171926,0.9000300360432518,11
optispeech,0.10572687224743187,0.921019509125236,0.8947939262472885,0.9114222781623662,14
Veena,0.10572687224570235,0.9632433920704846,0.8690476190476191,0.9333700440528634,16
kokoro,0.10526315789473713,0.954555993507999,0.8683926645091694,0.9070542545791792,19
parler_tts_large_v1,0.10462555066184563,0.9425739458779108,0.89587852494577,0.9119729389553178,14
orpheus-tts-0.1-finetune,0.09090909090911845,0.9636563876651982,0.940152339499456,0.9248097717260713,11
Kitten-TTS-Nano-0.1,0.07142857142857136,0.9845814977973568,0.9772234273318872,0.9532724984266835,14
Supertonic,0.06250000000002258,0.9712279735682818,0.9545454545454546,0.9461729074889869,16
Kitten-TTS-Nano-0.2,0.06250000000000007,0.9838243392070485,0.9166666666666666,0.9575991189427313,16
