axis,quartile,n,GOAT__EER,GOAT__AUC,GOAT__Accuracy,robust_GOAT__EER,robust_GOAT__AUC,robust_GOAT__Accuracy,MLAAD_GOAT__EER,MLAAD_GOAT__AUC,MLAAD_GOAT__Accuracy,MLAAD_robust_GOAT__EER,MLAAD_robust_GOAT__AUC,MLAAD_robust_GOAT__Accuracy,delta_MLAAD__EER,delta_MLAAD__AUC,delta_MLAAD__Accuracy,delta_cross-dataset__EER,delta_cross-dataset__AUC,delta_cross-dataset__Accuracy
C,Q1,16,0.4477678507159918,0.5890148213307649,0.55677909176445,0.43928339006817885,0.5994256550320702,0.5231840689350098,0.2031653320118127,0.8710529545906769,0.831445559792706,0.20064901294251333,0.8769109358196456,0.7885253265055537,0.002516319069299361,0.005857981228968745,-0.04292023328715222,0.008484460647812941,0.010410833701305355,-0.03359502282944016
C,Q2,16,0.5967266736366503,0.3863402190550185,0.37046336439030675,0.5118662484266686,0.4884573228645005,0.48688843054832126,0.19537039925503097,0.8599453711877567,0.8622604123495466,0.2217019500783501,0.8405351992879042,0.7755744461635796,-0.026331550823319144,-0.019410171899852502,-0.08668596618596702,0.08486042520998172,0.10211710380948202,0.11642506615801451
C,Q3,15,0.5458844884010821,0.451787126913617,0.3131357201061307,0.5249471304562857,0.48503236253203863,0.45870213348212047,0.24420688630127366,0.8282165958975043,0.8456743238551193,0.24656450737367036,0.8155437223511856,0.7857211647793402,-0.002357621072396704,-0.012672873546318741,-0.05995315907577914,0.020937357944796342,0.03324523561842163,0.14556641337598974
C,Q4,16,0.491433967690859,0.5308075795621738,0.3923972609791277,0.47161617411641943,0.5549792088854729,0.5534212162199587,0.314705323208467,0.7501159891232434,0.7919747659772577,0.3064403350882249,0.7499149573016489,0.7466045489595816,0.008264988120242123,-0.0002010318215944773,-0.04537021701767607,0.01981779357443958,0.024171629323299082,0.16102395524083096
