epoch,step,train-acc,train-auc,train-aug_loss,train-clip_loss,train-cls_loss,train-eer,train-loss,val-acc,val-auc,val-aug_loss,val-clip_loss,val-cls_loss,val-eer,val-loss
0,516,,,,,,,,0.6023444533348083,0.7259198427200317,0.0,0.02197469025850296,1.1254056692123413,0.34017133712768555,1.1363928318023682
0,516,0.7867504954338074,0.8697035312652588,0.018029455095529556,0.014863618649542332,0.4481167495250702,0.2160959541797638,0.46456339955329895,,,,,,,
1,1033,,,,,,,,0.5942290425300598,0.7519695162773132,0.0,0.03263599053025246,1.1352139711380005,0.3119927942752838,1.1515319347381592
1,1033,0.7997098565101624,0.879043698310852,0.015712739899754524,0.012528774328529835,0.43502217531204224,0.20212766528129578,0.4491432309150696,,,,,,,
2,1550,,,,,,,,0.6456266641616821,0.7871355414390564,0.0,0.0063755083829164505,0.9600905179977417,0.282236248254776,0.9632779955863953
2,1550,0.8022243976593018,0.8868675231933594,0.01599903032183647,0.012258786708116531,0.420338898897171,0.19584138691425323,0.43446773290634155,,,,,,,
3,2067,,,,,,,,0.5302073955535889,0.7615598440170288,0.0,0.014750845730304718,1.5107290744781494,0.3083859384059906,1.5181044340133667
3,2067,0.8082205057144165,0.8904313445091248,0.011293696239590645,0.008159707300364971,0.41266244649887085,0.19410057365894318,0.42238882184028625,,,,,,,
4,2584,,,,,,,,0.6402164101600647,0.7758454084396362,0.0,0.01220522727817297,1.0344655513763428,0.29125338792800903,1.0405683517456055
4,2584,0.8185686469078064,0.899365246295929,0.011485535651445389,0.010543047450482845,0.3992100656032562,0.18086855113506317,0.4102245271205902,,,,,,,
