epoch,train_loss,val_loss,val_eer,val_acc,val_auc,val_tpr,val_tnr,val_fpr,val_fnr
0,0.7052408456802368,1.092475414276123,0.36789900064468384,0.515329122543335,0.6673727035522461,1.0,0.0,0.8963029980659485,0.07303877174854279
1,0.5643926858901978,0.7609980702400208,0.31740307807922363,0.6699729561805725,0.7510133385658264,1.0,0.0,0.45266005396842957,0.2073940485715866
2,0.5241644978523254,0.8897214531898499,0.35527503490448,0.628944993019104,0.6900025606155396,1.0,0.0,0.5139765739440918,0.2281334549188614
3,0.48899713158607483,1.2016736268997192,0.29576194286346436,0.5595130920410156,0.7596498727798462,1.0,0.0,0.8440036177635193,0.036970242857933044
4,0.47157537937164307,1.7498584985733032,0.35076645016670227,0.5405771136283875,0.7222393751144409,1.0,0.0,0.9017132520675659,0.017132552340626717
5,0.4644908010959625,0.590704619884491,0.2795311212539673,0.7028855085372925,0.7953281402587891,1.0,0.0,0.17763751745224,0.4165915250778198
6,0.44887563586235046,0.8501705527305603,0.31920650601387024,0.6293958425521851,0.7422254085540771,1.0,0.0,0.547339916229248,0.19386835396289825
