system,src_sym,tgt_sym,bon_mean,atk_mean,delta,abs_delta
A06,oː,ɛ,0.04993950714883634,0.01954442380717059,-0.03039508334166575,0.03039508334166575
A06,ɲ,eə,0.07001532265773816,0.03965104482116237,-0.03036427783657579,0.03036427783657579
A01,ŋ,i,0.03034066596686166,0.0,-0.03034066596686166,0.03034066596686166
A02,ŋ,i,0.03034066596686166,0.0,-0.03034066596686166,0.03034066596686166
A04,ŋ,iː,0.010266720447481633,0.040606455087970984,0.03033973464048935,0.03033973464048935
A05,ɔ̃,ɾ,0.004447950326339066,0.03478289950911074,0.030334949182771673,0.030334949182771673
A05,aʊ,tʲ,0.07347004168179648,0.10380497108337623,0.030334929401579752,0.030334929401579752
A04,e,øː,0.0,0.03033205275516788,0.03033205275516788,0.03033205275516788
A01,d,aɪə,0.0,0.03030308843638412,0.03030308843638412,0.03030308843638412
A06,ɛ̃,ɡ,0.0,0.030294403710170063,0.030294403710170063,0.030294403710170063
A01,j,p,0.030444275336821435,0.00015613788680403763,-0.030288137450017398,0.030288137450017398
A01,θ,y,0.0,0.030244670857413017,0.030244670857413017,0.030244670857413017
A03,ɔø,θ,0.044013570046880175,0.013779324994051477,-0.0302342450528287,0.0302342450528287
A01,d,p,0.03023028698201346,0.0,-0.03023028698201346,0.03023028698201346
A04,d,p,0.03023028698201346,0.0,-0.03023028698201346,0.03023028698201346
A05,d,p,0.03023028698201346,0.0,-0.03023028698201346,0.03023028698201346
A04,eə,z,0.03629855453179501,0.006069687019271875,-0.030228867512523135,0.030228867512523135
A02,z,tʲ,0.017222831564512705,0.04745162184148762,0.030228790276974917,0.030228790276974917
A06,iː,øː,0.011365404755858196,0.04153027083489616,0.030164866079037962,0.030164866079037962
A01,œ̃,z,0.030147384020760955,0.0,-0.030147384020760955,0.030147384020760955
A04,œ̃,z,0.030147384020760955,0.0,-0.030147384020760955,0.030147384020760955
A04,i,ɐ,0.03648153558999319,0.006336554717201469,-0.03014498087279172,0.03014498087279172
A02,ɾ,tʃ,0.008070238169644596,0.03820372900454028,0.03013349083489568,0.03013349083489568
A06,ʑ,θ,0.002831624580024059,0.03295986060294028,0.030128236022916224,0.030128236022916224
A06,m,ʑ,0.0,0.030126734647268377,0.030126734647268377,0.030126734647268377
A01,u,ʊ,0.0,0.030121992524063147,0.030121992524063147,0.030121992524063147
A04,eə,x,0.04138656432040711,0.01127851860879017,-0.03010804571161694,0.03010804571161694
A01,k,1,0.033049003068596,0.0029527445848673527,-0.030096258483728645,0.030096258483728645
A04,tʲ,ɹ,0.00013140078283271876,0.03022549577498935,0.03009409499215663,0.03009409499215663
A02,m,x,0.018796439248539475,0.04888561948458608,0.030089180236046602,0.030089180236046602
A04,ɔ̃,oː,0.04617318900418563,0.016090813672648786,-0.03008237533153684,0.03008237533153684
A05,e,f,0.0029209688005953603,0.03298731287995007,0.03006634407935471,0.03006634407935471
A04,aɪə,vʲ,0.04808089876207098,0.0180286693748236,-0.03005222938724738,0.03005222938724738
A01,œ̃,i,0.030010731440296617,0.0,-0.030010731440296617,0.030010731440296617
A06,tʲ,ɔ̃,0.01967785744386632,0.04965302118576196,0.02997516374189564,0.02997516374189564
A06,aː,ɡ,0.00999632923458227,0.03994657970927222,0.02995025047468995,0.02995025047468995
A01,tʃ,iː,0.046192797851924136,0.016281605566369796,-0.02991119228555434,0.02991119228555434
A04,ɛ,eɪ,0.029909177845686977,0.0,-0.029909177845686977,0.029909177845686977
A05,m,aɪə,0.000913449010404746,0.03082062032950231,0.029907171319097564,0.029907171319097564
A06,ɹ,ɔ̃,0.05306271700497212,0.023155633792582776,-0.029907083212389347,0.029907083212389347
A02,ɑ,ʊ,0.01223110413351541,0.04212380671987171,0.0298927025863563,0.0298927025863563
A02,ɔː,1,0.03992519274818519,0.010051698801514233,-0.029873493946670958,0.029873493946670958
A02,i,œ,0.029864257891744742,0.0,-0.029864257891744742,0.029864257891744742
A04,i,œ,0.029864257891744742,0.0,-0.029864257891744742,0.029864257891744742
A02,aʊ,ə,0.08779607462923102,0.11764268996122547,0.029846615331994453,0.029846615331994453
A03,l,ʊ,0.05049325762206333,0.020650631248847733,-0.029842626373215598,0.029842626373215598
A05,ɔø,i,0.0,0.029837979954849173,0.029837979954849173,0.029837979954849173
A06,i,vʲ,0.03287040476494407,0.003045215939877268,-0.029825188825066806,0.029825188825066806
A03,m,ʑ,0.0,0.029788419213870983,0.029788419213870983,0.029788419213870983
A04,m,t,0.06230871412142006,0.03253095641752304,-0.029777757703897026,0.029777757703897026
A04,e,k,0.0027608008382443102,0.03253785150937776,0.02977705067113345,0.02977705067113345
A04,ɔ̃,aɪə,0.004542052601047668,0.034298550633598116,0.029756498032550448,0.029756498032550448
A04,y,eə,0.0004905746729700867,0.030234115834184335,0.02974354116121425,0.02974354116121425
A02,aɪə,ɔː,0.05333996650844149,0.023621822560533166,-0.029718143947908327,0.029718143947908327
A02,fʲ,vʲ,0.01688078130459957,0.046584911404099275,0.029704130099499706,0.029704130099499706
A04,aɪ,ɡ,7.673180837401908e-05,0.02976113813386151,0.02968440632548749,0.02968440632548749
A04,vʲ,œ,0.0375373787107392,0.007882590606436155,-0.029654788104303047,0.029654788104303047
A05,l,p,0.009778227645872007,0.03943283118534402,0.02965460353947201,0.02965460353947201
A03,ɔ̃,i,0.009249122963641892,0.038899880410568625,0.02965075744692673,0.02965075744692673
A06,uː,œ,0.029646412026724734,0.0,-0.029646412026724734,0.029646412026724734
A02,ɔ̃,oː,0.04617318900418563,0.016554016695848977,-0.02961917230833665,0.02961917230833665
A02,aɪə,eɪ,0.0,0.029596764895493316,0.029596764895493316,0.029596764895493316
A03,m,ɐ,0.01577812316556881,0.0453718162893801,0.02959369312381129,0.02959369312381129
A06,ɡ,ɛ̃,0.040652730152575124,0.01106353348699716,-0.029589196665577966,0.029589196665577966
A04,vʲ,ɑ,0.031038960622243865,0.0014518562050976804,-0.029587104417146185,0.029587104417146185
A03,vʲ,f,0.05022840451932245,0.020654263999964846,-0.029574140519357604,0.029574140519357604
A05,ɛɪ,eɪ,0.02956971983152739,0.0,-0.02956971983152739,0.02956971983152739
A05,t,iː,0.0024512540273155625,0.03201395709059917,0.029562703063283607,0.029562703063283607
A01,i,ɛ̃,0.029562190003900802,0.0,-0.029562190003900802,0.029562190003900802
A02,eɪ,1,0.0,0.029549763763863156,0.029549763763863156,0.029549763763863156
A01,œ̃,ɹ,0.05060084929537446,0.021061871136115323,-0.029538978159259134,0.029538978159259134
A03,ɔø,f,0.03622491407299851,0.006689214210925072,-0.029535699862073436,0.029535699862073436
A05,aɪə,x,0.05673089345137975,0.027196719364278466,-0.029534174087101284,0.029534174087101284
A04,tʲ,f,0.038541564813702925,0.009019180620894872,-0.029522384192808053,0.029522384192808053
A04,l,tʲ,0.023015126866259634,0.05252147888914068,0.029506352022881047,0.029506352022881047
A06,aɪə,e,0.03751512742532605,0.06700477975377417,0.02948965232844812,0.02948965232844812
A03,aː,eə,0.0045328829173617875,0.034021815042615096,0.02948893212525331,0.02948893212525331
A03,aː,vʲ,0.011105778175534329,0.04059206107753272,0.029486282901998395,0.029486282901998395
A02,oː,tʃ,0.03135569864961582,0.001891233876397971,-0.02946446477321785,0.02946446477321785
A02,ɑ,aɪ,0.004486814645691795,0.03393997909070377,0.02945316444501198,0.02945316444501198
A02,tʃ,j,0.006705938022322722,0.03614711830864868,0.02944118028632596,0.02944118028632596
A03,m,eɪ,0.0,0.029433138537663373,0.029433138537663373,0.029433138537663373
A06,f,aɪə,0.019515325678571713,0.04893151537151877,0.029416189692947056,0.029416189692947056
A05,ɔː,tʲ,0.01138358402651695,0.04079905627990836,0.02941547225339141,0.02941547225339141
A01,t,ɑ,0.040267490160126825,0.0108596908629221,-0.029407799297204724,0.029407799297204724
A04,uː,œ,0.029646412026724734,0.00023954187085453995,-0.029406870155870193,0.029406870155870193
A05,aɪ,w,0.01831354308361093,0.047714916479980884,0.029401373396369956,0.029401373396369956
A01,tʲ,f,0.038541564813702925,0.009153708963879433,-0.029387855849823494,0.029387855849823494
A04,aː,ʊ,0.05481233786451606,0.025426774233826492,-0.029385563630689567,0.029385563630689567
A02,k,aʊ,0.008210872789658099,0.037595813793840534,0.029384941004182437,0.029384941004182437
A02,œ̃,oː,0.004288541938833393,0.03366624493753725,0.029377702998703854,0.029377702998703854
A01,eə,ɡ,0.04203863591432548,0.012677166880851257,-0.029361469033474225,0.029361469033474225
A04,x,uː,0.02935297216860124,0.0,-0.02935297216860124,0.02935297216860124
A06,ɛ,øː,0.050868358928673876,0.021539005511591467,-0.02932935341708241,0.02932935341708241
A04,aː,tʃ,0.04387215621587609,0.014556962150158236,-0.029315194065717854,0.029315194065717854
A02,tʲ,ɹ,0.00013140078283271876,0.029440368572498068,0.02930896778966535,0.02930896778966535
A04,œ̃,j,0.04651639755804201,0.017211673175333092,-0.029304724382708917,0.029304724382708917
A04,oː,f,0.0,0.029253670908489196,0.029253670908489196,0.029253670908489196
A06,ɛɪ,ɐ,0.03988248345604587,0.010633359634424019,-0.029249123821621852,0.029249123821621852
A06,|,ŋ,0.03203997304266955,0.06127833333174293,0.02923836028907338,0.02923836028907338
A01,aː,t,0.029230508388133472,0.0,-0.029230508388133472,0.029230508388133472
A02,j,uː,0.04254945121946085,0.013323501680816259,-0.02922594953864459,0.02922594953864459
A02,m,tʲ,0.05999733489357519,0.030774000728605574,-0.029223334164969618,0.029223334164969618
A04,|,aɪə,0.059316042806752484,0.030103479267247445,-0.02921256353950504,0.02921256353950504
A05,x,j,0.01982903028497441,0.0490321843254645,0.029203154040490092,0.029203154040490092
A06,ɐ,œ,0.03247539964521505,0.00328566944189598,-0.02918973020331907,0.02918973020331907
A01,ɑ,k,0.03274360061990677,0.0035615749494311397,-0.02918202567047563,0.02918202567047563
A01,eə,j,0.029174258238851815,0.0,-0.029174258238851815,0.029174258238851815
A02,m,tʃ,0.04228930679986278,0.013122889316430651,-0.029166417483432128,0.029166417483432128
A03,e,1,0.0,0.02914037327263446,0.02914037327263446,0.02914037327263446
A01,ɛɪ,ɐ,0.03988248345604587,0.010769884293510387,-0.029112599162535484,0.029112599162535484
A02,eə,fʲ,0.01109717042813559,0.040208965097268144,0.029111794669132555,0.029111794669132555
A01,oː,f,0.0,0.02908413892695688,0.02908413892695688,0.02908413892695688
A01,œ̃,ʑ,0.0400194541312699,0.010935984496774015,-0.029083469634495887,0.029083469634495887
A04,m,w,0.06270818863541716,0.09178254602628586,0.029074357390868694,0.029074357390868694
A06,ɔ̃,aɪə,0.004542052601047668,0.033593504167184124,0.029051451566136456,0.029051451566136456
A02,m,eɪ,0.0,0.029028606706702497,0.029028606706702497,0.029028606706702497
A01,fʲ,ɛ,0.01149655132413722,0.04049635957764445,0.02899980825350723,0.02899980825350723
A06,aɪə,x,0.05673089345137975,0.02773604211759522,-0.02899485133378453,0.02899485133378453
A03,ɛɪ,ʃ,0.0,0.028992514094301786,0.028992514094301786,0.028992514094301786
A01,l,aː,0.02896248516237061,0.0,-0.02896248516237061,0.02896248516237061
A02,l,aː,0.02896248516237061,0.0,-0.02896248516237061,0.02896248516237061
A06,l,aː,0.02896248516237061,0.0,-0.02896248516237061,0.02896248516237061
A01,ɛɪ,k,0.04427545591500546,0.015316959828821015,-0.028958496086184442,0.028958496086184442
A05,aɪə,l,0.02895694671289007,0.0,-0.02895694671289007,0.02895694671289007
A01,uː,aɪ,0.0,0.02894530414179677,0.02894530414179677,0.02894530414179677
A04,i,aɪə,0.0017279122620764966,0.030666492819285646,0.02893858055720915,0.02893858055720915
A05,eə,m,0.024160253195087834,0.053096615210574793,0.02893636201548696,0.02893636201548696
A03,j,ɾ,0.00010325742046290244,0.029032927132227642,0.02892966971176474,0.02892966971176474
A04,ɛː,ʃ,0.03039810438331192,0.001476682311611126,-0.028921422071700793,0.028921422071700793
A02,iː,ɛɪ,0.05065168717104727,0.021731441979289112,-0.028920245191758155,0.028920245191758155
A04,ɹ,ŋ,0.015413961905964108,0.044312426971273244,0.028898465065309138,0.028898465065309138
A03,oː,ɛɪ,0.0003875886711220919,0.029270479958397978,0.028882891287275884,0.028882891287275884
A02,ɔø,u,0.06888035464724251,0.03999746775434641,-0.028882886892896108,0.028882886892896108
A03,θ,ɾ,0.0009522620665137593,0.029829609091823407,0.028877347025309648,0.028877347025309648
A01,œ̃,aɪə,0.03989091459418857,0.011014650040518274,-0.0288762645536703,0.0288762645536703
A03,aː,x,0.04323224994145631,0.014362816409721237,-0.028869433531735073,0.028869433531735073
A06,eɪ,θ,0.0001984470629595115,0.02906482970614642,0.02886638264318691,0.02886638264318691
A06,aɪə,ɔ̃,0.05042168793275727,0.02156229373300233,-0.02885939419975494,0.02885939419975494
A03,aɪə,|,0.04014768771090631,0.011289551274195024,-0.028858136436711285,0.028858136436711285
A01,m,1,0.004067578447370787,0.03292478006457765,0.02885720161720686,0.02885720161720686
A01,m,d,0.025069198060570046,0.053919615524082726,0.02885041746351268,0.02885041746351268
A01,ɾ,ʑ,0.0357578962946287,0.00690817942157474,-0.02884971687305396,0.02884971687305396
A04,ɔø,x,0.008564597044295835,0.037413485020135834,0.02884888797584,0.02884888797584
A06,m,ɐ,0.01577812316556881,0.04462340485514906,0.02884528168958025,0.02884528168958025
A06,aɪ,ɹ,0.01664180905135694,0.04548664883540544,0.028844839784048497,0.028844839784048497
A02,l,aʊ,0.006916774680642309,0.03576062699476304,0.028843852314120733,0.028843852314120733
A03,fʲ,eə,0.0,0.028838659029260742,0.028838659029260742,0.028838659029260742
A04,l,aː,0.02896248516237061,0.00013704538287134772,-0.02882543977949926,0.02882543977949926
A03,ŋ,e,0.0,0.028807517077933924,0.028807517077933924,0.028807517077933924
A06,aɪ,j,0.02879072534444967,0.0,-0.02879072534444967,0.02879072534444967
A06,øː,k,0.009044882444905169,0.037828339238131406,0.028783456793226237,0.028783456793226237
A03,ŋ,f,0.028776888865494562,0.0,-0.028776888865494562,0.028776888865494562
A06,ŋ,f,0.028776888865494562,0.0,-0.028776888865494562,0.028776888865494562
A05,ɛɪ,p,0.023233599267480046,0.05198712118492845,0.028753521917448406,0.028753521917448406
A03,œ̃,ʃ,0.00042166160318767595,0.029168581832556998,0.02874692022936932,0.02874692022936932
A04,ɔː,ɡ,0.0,0.028739670335677175,0.028739670335677175,0.028739670335677175
A04,uː,ɛ,0.003690009743608887,0.03240398661484046,0.02871397687123157,0.02871397687123157
A03,œ̃,eɪ,0.03484331441123197,0.006133902300290651,-0.028709412110941322,0.028709412110941322
A02,aʊ,uː,0.06467940913354817,0.03597063200542117,-0.028708777128126993,0.028708777128126993
A01,ɛ,øː,0.050868358928673876,0.022193777843605256,-0.02867458108506862,0.02867458108506862
A06,ɔː,l,0.010353673382726254,0.03902701746748257,0.028673344084756316,0.028673344084756316
A06,p,oː,0.030030744600286513,0.0013643611187015305,-0.028666383481584984,0.028666383481584984
A05,i,œ,0.029864257891744742,0.0012318683897087862,-0.028632389502035956,0.028632389502035956
A03,ŋ,ʃ,0.0,0.02862731441572504,0.02862731441572504,0.02862731441572504
A01,tʲ,ɡ,0.03803778518031962,0.009419383603908862,-0.028618401576410754,0.028618401576410754
A03,ɡ,ɹ,0.047460558824550504,0.01884360329443875,-0.028616955530111753,0.028616955530111753
A02,l,ɡ,0.0007894777271464198,0.029370793386910517,0.028581315659764097,0.028581315659764097
A02,ɹ,ɔː,0.02146723677916997,0.05004555292704368,0.02857831614787371,0.02857831614787371
A05,m,ɛ,0.028566817118391503,0.0,-0.028566817118391503,0.028566817118391503
A04,ɔø,ɑ,0.031261347323032526,0.0026966242062582244,-0.028564723116774302,0.028564723116774302
A01,uː,t,0.002060716392083424,0.030617139287303377,0.02855642289521995,0.02855642289521995
A03,ɐ,i,0.0026599977316649646,0.03120856256345759,0.028548564831792623,0.028548564831792623
A02,ʃ,aɪ,0.0013724167117246512,0.029905700233186616,0.028533283521461963,0.028533283521461963
A05,ɡ,ɛ̃,0.040652730152575124,0.012128558025291745,-0.02852417212728338,0.02852417212728338
A02,ɑ,ɔø,0.029037209787362416,0.05756116126171707,0.028523951474354655,0.028523951474354655
A05,ɛɪ,aɪə,0.007656199768610395,0.0361526612475039,0.02849646147889351,0.02849646147889351
A01,aʊ,ɐ,0.03561259503086461,0.007141200972064624,-0.02847139405879999,0.02847139405879999
A05,w,aɪə,0.0,0.028468729984895885,0.028468729984895885,0.028468729984895885
A02,i,j,0.028466091858626426,0.0,-0.028466091858626426,0.028466091858626426
A03,i,j,0.028466091858626426,0.0,-0.028466091858626426,0.028466091858626426
A02,aɪə,ɾ,0.039751931888841394,0.011296680064957236,-0.028455251823884156,0.028455251823884156
A05,ɐ,p,0.013836776804506833,0.04226385827755597,0.02842708147304914,0.02842708147304914
A02,ɐ,i,0.0026599977316649646,0.031082922778857398,0.028422925047192432,0.028422925047192432
A04,tʲ,d,0.010167012136333815,0.03856159534630819,0.028394583209974372,0.028394583209974372
A04,ɑ,aɪə,0.0,0.028384643233611687,0.028384643233611687,0.028384643233611687
A06,ɔ̃,øː,0.007790610480146781,0.03616300172647574,0.02837239124632896,0.02837239124632896
A06,ɛː,uː,0.014880285885979769,0.0432465633249305,0.028366277438950732,0.028366277438950732
A04,ɡ,f,0.005758968889858549,0.034117592969991166,0.028358624080132615,0.028358624080132615
A06,i,ɲ,0.028346932009201284,0.0,-0.028346932009201284,0.028346932009201284
A03,ŋ,ɛɪ,0.04274731394349151,0.014423994649145618,-0.02832331929434589,0.02832331929434589
A05,ɐ,i,0.0026599977316649646,0.03098000407516409,0.028320006343499123,0.028320006343499123
A04,y,ɛ̃,0.003038848745921228,0.03134291285232314,0.028304064106401915,0.028304064106401915
A03,uː,x,0.0,0.028266029603148203,0.028266029603148203,0.028266029603148203
A02,z,p,0.00477323425306636,0.03302891207942738,0.02825567782636102,0.02825567782636102
A01,ɹ,œ,0.028608484286577435,0.0003590302804196799,-0.028249454006157755,0.028249454006157755
A03,x,ʃ,0.05393719149949506,0.025688112815939555,-0.028249078683555504,0.028249078683555504
A03,ŋ,ə,0.0,0.02824834415186588,0.02824834415186588,0.02824834415186588
A06,aʊ,t,0.03525543515674105,0.007032490135746128,-0.028222945020994924,0.028222945020994924
A04,iː,vʲ,0.03188453116280034,0.0036861025144487884,-0.028198428648351554,0.028198428648351554
A02,uː,œ,0.029646412026724734,0.0014551630786608458,-0.028191248948063886,0.028191248948063886
A02,y,ɛ,0.007951027939561085,0.036139853200194604,0.02818882526063352,0.02818882526063352
A03,ɹ,ɡ,0.0,0.028182760986903883,0.028182760986903883,0.028182760986903883
A03,ɾ,aɪə,0.04569816487789613,0.017515782935292976,-0.028182381942603155,0.028182381942603155
A05,l,t,0.004164624247220279,0.03233748479413504,0.028172860546914764,0.028172860546914764
A03,e,øː,0.0,0.028147757466323614,0.028147757466323614,0.028147757466323614
A04,aɪə,|,0.04014768771090631,0.012033377466183725,-0.028114310244722582,0.028114310244722582
A06,ɾ,ɔ̃,0.06281386811551641,0.0909255259394943,0.028111657823977884,0.028111657823977884
A05,aʊ,ɛ,0.0976652827818236,0.12574871214835942,0.028083429366535823,0.028083429366535823
A01,uː,ɾ,0.0,0.028076659274963778,0.028076659274963778,0.028076659274963778
A05,t,ɑ,0.040267490160126825,0.012195767033294244,-0.02807172312683258,0.02807172312683258
A04,oː,ʑ,0.05529483184900978,0.027236930415770837,-0.028057901433238944,0.028057901433238944
A02,θ,ɛː,0.03145027648196854,0.0034059766754211147,-0.028044299806547428,0.028044299806547428
A05,x,ɔ̃,0.018476804646421954,0.04651442357022173,0.028037618923799777,0.028037618923799777
A05,k,|,0.010428796787542827,0.038455051883120886,0.02802625509557806,0.02802625509557806
A06,m,ɔː,0.0,0.028011080001642995,0.028011080001642995,0.028011080001642995
A01,ɔø,ɲ,0.027997932824151323,0.0,-0.027997932824151323,0.027997932824151323
A02,ɔø,ɲ,0.027997932824151323,0.0,-0.027997932824151323,0.027997932824151323
A04,z,ɛ,0.00982607267049268,0.03780612022831962,0.02798004755782694,0.02798004755782694
A05,f,k,0.027966833235014667,0.0,-0.027966833235014667,0.027966833235014667
A04,ɔ̃,øː,0.007790610480146781,0.035713167439831384,0.027922556959684604,0.027922556959684604
A05,w,ɡ,0.0,0.02791139386706872,0.02791139386706872,0.02791139386706872
A06,x,ɾ,0.014698010943450801,0.04259044697291223,0.027892436029461426,0.027892436029461426
A03,k,1,0.033049003068596,0.005161851643218486,-0.02788715142537751,0.02788715142537751
A06,ɛː,eɪ,0.0301477436910857,0.002271089417199706,-0.027876654273885994,0.027876654273885994
A05,ɛɪ,ɛ̃,0.011527095602008377,0.03937539878310232,0.027848303181093943,0.027848303181093943
A03,eə,ɡ,0.04203863591432548,0.014191142663704836,-0.027847493250620643,0.027847493250620643
A05,ʊ,iə,0.027835364766310086,0.0,-0.027835364766310086,0.027835364766310086
A06,ɔ̃,oː,0.04617318900418563,0.018350001074236844,-0.027823187929948784,0.027823187929948784
A04,x,ʃ,0.05393719149949506,0.026131167851977083,-0.027806023647517976,0.027806023647517976
A02,øː,e,0.0,0.027797214274163068,0.027797214274163068,0.027797214274163068
A06,u,eə,0.03481011136440117,0.00703612873688791,-0.027773982627513256,0.027773982627513256
A06,d,ɛ,0.05586958452406169,0.028102680112683586,-0.027766904411378104,0.027766904411378104
A05,aɪə,ʑ,0.055140257484186384,0.027374259851863723,-0.02776599763232266,0.02776599763232266
A03,l,œ̃,0.05447388921640007,0.026709101533108504,-0.027764787683291565,0.027764787683291565
A06,ŋ,ɛɪ,0.04274731394349151,0.014985170347041159,-0.02776214359645035,0.02776214359645035
A03,x,ɔː,0.03573738242525321,0.00798497014631742,-0.027752412278935795,0.027752412278935795
A02,vʲ,f,0.05022840451932245,0.02250068555856888,-0.02772771896075357,0.02772771896075357
A03,j,aʊ,0.011678493948228567,0.03938856528811209,0.027710071339883523,0.027710071339883523
A04,œ̃,θ,0.05037953088217618,0.022696076747115285,-0.027683454135060893,0.027683454135060893
A03,ŋ,ɔ̃,0.007970469433924177,0.035649232807898674,0.0276787633739745,0.0276787633739745
A04,z,ɛ̃,0.0438067584766851,0.01614867339897821,-0.027658085077706892,0.027658085077706892
A01,tʲ,vʲ,0.038408719899023114,0.01075179467003623,-0.027656925228986884,0.027656925228986884
A03,aɪ,ɛɪ,0.007129504791898244,0.03478075756458442,0.02765125277268618,0.02765125277268618
A05,aɪə,w,0.03554766183237902,0.007905879494884796,-0.027641782337494224,0.027641782337494224
A06,tʲ,iː,0.013767175061133674,0.04139580046045201,0.02762862539931834,0.02762862539931834
A06,fʲ,ɔ̃,0.0,0.027627396932890125,0.027627396932890125,0.027627396932890125
A05,vʲ,ɛɪ,0.05104727626547852,0.023432048528602083,-0.027615227736876434,0.027615227736876434
A04,ɛ̃,d,0.015175018466521294,0.04278279133299903,0.02760777286647774,0.02760777286647774
A01,aɪ,ɑ,0.005063159906937024,0.03263152636225089,0.027568366455313867,0.027568366455313867
A03,aʊ,ɐ,0.03561259503086461,0.008048464176491943,-0.02756413085437267,0.02756413085437267
A06,j,ɛ,0.037698866934042376,0.06525154348840864,0.027552676554366266,0.027552676554366266
A05,tʃ,1,0.0010962316018813764,0.02862764123357956,0.027531409631698183,0.027531409631698183
A02,aː,aɪ,0.04044336696918181,0.012916886887853902,-0.02752648008132791,0.02752648008132791
A02,z,eə,0.000329342458135325,0.027825451528759516,0.027496109070624192,0.027496109070624192
A05,ɔ̃,θ,0.01575354741168208,0.04323507848192198,0.027481531070239897,0.027481531070239897
A01,œ̃,ʃ,0.00042166160318767595,0.02789829045930353,0.02747662885611585,0.02747662885611585
A02,œ̃,aɪ,0.056235999139407515,0.028763649945570485,-0.02747234919383703,0.02747234919383703
A02,œ̃,k,0.05558004203216578,0.028126260703826317,-0.027453781328339463,0.027453781328339463
A02,tʃ,oː,0.0017083220899414852,0.02915972793230908,0.027451405842367594,0.027451405842367594
A05,x,w,0.02744228049749164,0.0,-0.02744228049749164,0.02744228049749164
A06,m,aʊ,0.027393875709243398,0.0,-0.027393875709243398,0.027393875709243398
A02,aɪə,p,0.052177408602424175,0.024787093789945692,-0.027390314812478483,0.027390314812478483
A01,p,j,0.00603857534762515,0.03341641149639872,0.027377836148773572,0.027377836148773572
A06,fʲ,ʑ,0.034685415643247765,0.00733324822703339,-0.027352167416214376,0.027352167416214376
A02,ɔ̃,w,0.03952984524436081,0.012178892513661051,-0.02735095273069976,0.02735095273069976
A01,ɾ,x,0.04602767321086836,0.018678942361874083,-0.02734873084899428,0.02734873084899428
A02,vʲ,iː,0.0009673345898378652,0.028315181053184542,0.027347846463346676,0.027347846463346676
A06,x,aɪ,0.04401294920637389,0.016669157824653513,-0.02734379138172038,0.02734379138172038
A05,ɡ,i,0.02734302478591173,0.0,-0.02734302478591173,0.02734302478591173
A01,|,aɪə,0.059316042806752484,0.03197705566562691,-0.02733898714112557,0.02733898714112557
A06,tʃ,œ,0.025557383438058395,0.052872478881932305,0.02731509544387391,0.02731509544387391
A04,vʲ,ɔ̃,0.03873319867937847,0.011420591122873473,-0.027312607556504994,0.027312607556504994
A06,øː,ʑ,0.0016357181319582512,0.028914229638031322,0.02727851150607307,0.02727851150607307
A05,aʊ,|,0.11584975366890798,0.1431122228441396,0.02726246917523162,0.02726246917523162
A05,i,ɛ̃,0.029562190003900802,0.0023078146810565398,-0.027254375322844263,0.027254375322844263
A03,ɔø,1,0.03024372134225055,0.0029963853292007104,-0.02724733601304984,0.02724733601304984
A02,aɪ,ʃ,0.02724557556292946,0.0,-0.02724557556292946,0.02724557556292946
A04,aɪ,ʃ,0.02724557556292946,0.0,-0.02724557556292946,0.02724557556292946
A01,ɛː,oː,0.0453908636613399,0.018157095698521742,-0.02723376796281816,0.02723376796281816
A03,aɪə,vʲ,0.04808089876207098,0.02085132904970406,-0.02722956971236692,0.02722956971236692
A04,f,ɡ,0.003776245459480934,0.030915626405032776,0.027139380945551843,0.027139380945551843
A05,tʃ,œ̃,0.011177530332854135,0.03831319914351014,0.027135668810656006,0.027135668810656006
A02,ŋ,tʃ,0.015598100410988386,0.042733071013356605,0.02713497060236822,0.02713497060236822
A04,ɛɪ,1,0.0,0.027119268125901916,0.027119268125901916,0.027119268125901916
A06,tʲ,f,0.038541564813702925,0.011427975977456793,-0.027113588836246132,0.027113588836246132
A01,w,ɔː,0.00047848364662789384,0.027588260834129692,0.027109777187501797,0.027109777187501797
A06,tʃ,θ,0.015964269036082532,0.043051624381942315,0.027087355345859782,0.027087355345859782
A06,1,ʑ,0.0032299803787313674,0.03030611359080371,0.027076133212072345,0.027076133212072345
A03,ɛ,aː,0.02731534894179638,0.00024297245551256326,-0.027072376486283817,0.027072376486283817
A06,ʑ,z,0.018995577665049685,0.04605779625938069,0.027062218594331004,0.027062218594331004
A02,vʲ,ɛɪ,0.05104727626547852,0.023989675159243485,-0.027057601106235032,0.027057601106235032
A05,fʲ,ɐ,0.017037096281646142,0.044084329593378144,0.027047233311732,0.027047233311732
A02,θ,1,0.03154225615370052,0.00452585483399405,-0.027016401319706472,0.027016401319706472
A04,uː,vʲ,0.010916279021075767,0.03791929692785179,0.02700301790677602,0.02700301790677602
A05,aɪə,ɛː,0.05281227755288979,0.025815572139002266,-0.02699670541388752,0.02699670541388752
A03,x,oː,0.0007492775631160383,0.027715328137972887,0.026966050574856848,0.026966050574856848
A05,ɔː,ɔ̃,0.007987316318814526,0.03494345927318417,0.026956142954369648,0.026956142954369648
A05,aɪə,œ,0.030564561362708874,0.003610713226622315,-0.026953848136086558,0.026953848136086558
A03,aɪə,ə,0.0,0.02693050980916376,0.02693050980916376,0.02693050980916376
A05,k,i,0.007879260894420394,0.034809761725226436,0.02693050083080604,0.02693050083080604
